,source,target
6148,Carboniferous,Saarbr%C3%BCcken
6149,Bird,Dinosaur_classification
6150,Bird,Sibley-Ahlquist_taxonomy
6151,Animal,Sense_organ
6152,Animal,Hydrostatic_skeleton
6153,Megaannum,Philosophy_of_space_and_time
6154,Megaannum,A_series_and_B_series
6155,Megaannum,B-theory_of_time
6156,Megaannum,Causality
6157,Megaannum,Duration_(philosophy)
6158,Megaannum,Endurantism
6159,Holocene,New_World_crops
6160,Holocene,Ard_(plough)
6161,Holocene,Celt_(tool)
6162,Penguin,Bird_hybrid
6163,Penguin,Origin_of_birds
6164,Penguin,Theropoda
6165,Penguin,Dinosaur
6166,Penguin,Origin_of_avian_flight
6167,Penguin,Evolution_of_birds
6168,Penguin,Darwin%27s_finches
6169,Penguin,List_of_fossil_bird_genera
6170,Penguin,Archaeopteryx
6171,Sun,Heliospheric_current_sheet
6172,Sun,Interplanetary_medium
6173,Sun,Gauss_(unit)
6174,Earth,Ediacaran_biota
6175,Earth,Cambrian_explosion
6176,Earth,Tetrapoda
6177,Earth,Ape
6178,Earth,Phanerozoic
6179,Earth,Proterozoic
6180,Flight_feather,Numida
6181,Flight_feather,Odontophoridae
6182,Flight_feather,Callipepla
6183,Flight_feather,Colinus
6184,Flight_feather,Cyrtonyx
6185,Flight_feather,Dactylortyx
6186,Flight_feather,Dendrortyx
6187,Flight_feather,Odontophorus
6188,Season,Hindu_calendar
6189,Season,Vasanta_(Ritu)
6190,Season,Sharad
6191,Season,Chaitra
6192,Season,Vaishakha
6193,Earth%27s_orbit,World_economy
6194,Earth%27s_orbit,Human_history
6195,Earth%27s_orbit,Time_zone
6196,Earth%27s_orbit,World
6197,Earth%27s_orbit,Planetary_science
6198,Earth%27s_orbit,Formation_and_evolution_of_the_Solar_System
6199,Chordate,Nematoida
6200,Chordate,Nematode
6201,Chordate,Nematomorpha
6202,Chordate,Loricifera
6203,Chordate,Panarthropoda
6204,Taxonomy_(biology),Life
6205,Taxonomy_(biology),Conservation_biology
6206,Taxonomy_(biology),Strain_(biology)
6207,Taxonomy_(biology),Species_description
6208,Taxonomy_(biology),Type_specimen
6209,Great_auk,National_Center_for_Biotechnology_Information
6210,Great_auk,World_Register_of_Marine_Species
6211,Great_auk,Xeno-canto
6212,Great_auk,Great_auk
6213,Carboniferous,Commentry
6214,Carboniferous,Pulmonoscorpius
6215,Carboniferous,Elasmobranch
6216,Carboniferous,Symmoriida
6217,Carboniferous,Petalodont
6218,Carboniferous,Xenacanthida
6219,Carboniferous,Osteichthyes
6220,Carboniferous,Palaeonisciformes
6221,Bird,Ostrich
6222,Bird,Tinamou
6223,Bird,Taxonomic_rank
6224,Bird,Superorder
6225,Animal,Larva
6226,Animal,Cilia
6227,Animal,Helminths
6228,Animal,Embryological_origins_of_the_mouth_and_anus
6229,Animal,Protostome
6230,Animal,Deuterostome
6231,Megaannum,Eternal_return
6232,Megaannum,Eternalism_(philosophy_of_time)
6233,Megaannum,Event_(philosophy)
6234,Megaannum,Multiple_time_dimensions
6235,Megaannum,Perdurantism
6236,Holocene,Digging_stick
6237,Holocene,Domestication
6238,Holocene,Goad
6239,Holocene,Irrigation
6240,Holocene,Secondary_products_revolution
6241,Holocene,Sickle
6242,Holocene,Terrace_(earthworks)
6243,Penguin,Omnivoropterygidae
6244,Penguin,Confuciusornithiformes
6245,Penguin,Enantiornithes
6246,Penguin,Chaoyangiformes
6247,Penguin,Patagopterygiformes
6248,Penguin,Ambiortiformes
6249,Penguin,Songlingornithiformes
6250,Sun,Tesla_(unit)
6251,Sun,Solar_prominence
6252,Sun,Solar_cycle
6253,Sun,Solar_minimum
6254,Sun,Solar_maximum
6255,Earth,Hadean
6256,Earth,Mesoarchean
6257,Earth,Huronian_glaciation
6258,Earth,Cryogenian
6259,Flight_feather,Oreortyx
6260,Flight_feather,Philortyx
6261,Flight_feather,Rhynchortyx
6262,Flight_feather,Phasianidae
6263,Flight_feather,Meleagridinae
6264,Flight_feather,Perdicinae
6265,Season,Jyeshtha
6266,Season,Ashadha
6267,Season,Shraavana
6268,Earth%27s_orbit,Geology_of_solar_terrestrial_planets
6269,Earth%27s_orbit,Location_of_Earth
6270,Earth%27s_orbit,Book:Earth
6271,Earth%27s_orbit,Outline_of_Earth
6272,Earth%27s_orbit,Earth%27s_orbit
6273,Chordate,Onychophora
6274,Chordate,Tactopoda
6275,Chordate,Arthropod
6276,Taxonomy_(biology),Nepenthes_smilesii
6277,Taxonomy_(biology),Pitcher_plant
6278,Taxonomy_(biology),Zoology
6279,Taxonomy_(biology),Nomenclature
6280,Taxonomy_(biology),Superfamily_(taxonomy)
6281,Carboniferous,Sarcopterygii
6282,Carboniferous,Rhizodont
6283,Carboniferous,Ctenodus
6284,Carboniferous,Acanthodes
6285,Carboniferous,Gyracanthus
6286,Carboniferous,Shark
6287,Carboniferous,Evolutionary_radiation
6288,Carboniferous,Placodermi
6289,Bird,Bradley_C._Livezey
6290,Bird,Alpha_taxonomy
6291,Bird,Anatidae
6292,Bird,Cenozoic
6293,Bird,Evolutionary_radiation
6294,Bird,Molecular_clocks
6295,Bird,List_of_birds
6296,Animal,Cleavage_(embryo)
6297,Animal,Archenteron
6298,Animal,Schizocoely
6299,Animal,Enterocoely
6300,Animal,Starfish
6301,Animal,Sea_urchin
6302,Animal,Sea_cucumber
6303,Animal,Vertebrates
6304,Megaannum,Philosophical_presentism
6305,Megaannum,Static_interpretation_of_time
6306,Megaannum,Temporal_finitism
6307,Megaannum,Temporal_parts
6308,Megaannum,The_Unreality_of_Time
6309,Megaannum,Accounting_period
6310,Megaannum,Chronemics
6311,Holocene,Control_of_fire_by_early_humans
6312,Holocene,Basket
6313,Holocene,Cooking
6314,Holocene,Earth_oven
6315,Holocene,Granary
6316,Holocene,Grinding_slab
6317,Penguin,Hongshanornithidae
6318,Penguin,Gansus
6319,Penguin,Ichthyornithes
6320,Penguin,Hesperornithes
6321,Penguin,Lithornithidae
6322,Penguin,Moa
6323,Penguin,Elephant_bird
6324,Penguin,Gastornithiformes
6325,Sun,Sp%C3%B6rer%27s_law
6326,Sun,Babcock_Model
6327,Sun,Toroidal_and_poloidal
6328,Sun,Interplanetary_magnetic_field
6329,Earth,Andean-Saharan_glaciation
6330,Earth,Karoo_Ice_Age
6331,Earth,Quaternary_glaciation
6332,Earth,Timeline_of_glaciation
6333,Earth,Francevillian_biota
6334,Earth,Myr
6335,Flight_feather,Phasianinae
6336,Flight_feather,Neoaves
6337,Flight_feather,Columbea
6338,Flight_feather,Columbimorphae
6339,Season,Bhadrapada
6340,Season,Ashvin
6341,Season,Kartika_(month)
6342,Season,Maargashirsha
6343,Season,Pushya
6344,Season,Maagha
6345,Season,Phalguna
6346,Chordate,Tardigrade
6347,Chordate,Spiralia
6348,Chordate,Gnathifera_(clade)
6349,Chordate,Chaetognatha
6350,Chordate,Gnathostomulid
6351,Chordate,Limnognathia
6352,Taxonomy_(biology),Subspecies
6353,Taxonomy_(biology),International_Code_of_Zoological_Nomenclature
6354,Taxonomy_(biology),Phycology
6355,Taxonomy_(biology),Mycology
6356,Taxonomy_(biology),Botany
6357,Carboniferous,Niche_(ecology)
6358,Carboniferous,Stethacanthus
6359,Carboniferous,Dermal_denticle
6360,Carboniferous,Akmonistion
6361,Carboniferous,Falcatus
6362,Bird,Cladogram
6363,Bird,Chicken
6364,Bird,Duck
6365,Bird,Mirandornithes
6366,Bird,Gruimorphae
6367,Bird,Rail_(bird)
6368,Bird,Crane_(bird)
6369,Bird,Wader
6370,Bird,Swift_(bird)
6371,Animal,Vertebral_column
6372,Animal,Amphibia
6373,Animal,Reptile
6374,Animal,Hemichordata
6375,Animal,Ecdysis
6376,Megaannum,Generation_time
6377,Megaannum,Mental_chronometry
6378,Megaannum,Duration_(music)
6379,Megaannum,Procrastination
6380,Megaannum,Punctuality
6381,Holocene,Ground_stone
6382,Holocene,Hearth
6383,Holocene,Mano_(stone)
6384,Holocene,Metate
6385,Holocene,Mortar_and_pestle
6386,Holocene,Pottery
6387,Holocene,Quern-stone
6388,Penguin,Human_uses_of_birds
6389,Penguin,Bird_ringing
6390,Penguin,Ornithology
6391,Penguin,Ornithomancy
6392,Penguin,Bird_collections
6393,Penguin,Birdwatching
6394,Penguin,Big_year
6395,Sun,Magnetohydrodynamics
6396,Sun,Archimedean_spiral
6397,Sun,Solar_variation
6398,Sun,Solar_flares
6399,Sun,Coronal_mass_ejections
6400,Sun,Coronal_holes
6401,Sun,Aurora_(astronomy)
6402,Earth,Origin_of_Life
6403,Earth,Evolutionary_history_of_life
6404,Earth,Chemical_reaction
6405,Earth,Last_universal_common_ancestor
6406,Earth,Photosynthesis
6407,Earth,Molecular_oxygen
6408,Flight_feather,Columbiformes
6409,Flight_feather,Mesite
6410,Flight_feather,Sandgrouse
6411,Flight_feather,Mirandornithes
6412,Flight_feather,Passerea
6413,Season,Bengali_Calendar
6414,Season,Falgun
6415,Season,Choitro
6416,Season,Spring_(Season)
6417,Season,Boishakh
6418,Season,Joishtho
6419,Chordate,Syndermata
6420,Chordate,Rotifer
6421,Chordate,Acanthocephala
6422,Chordate,Platytrochozoa
6423,Chordate,Mesozoa
6424,Chordate,Orthonectida
6425,Chordate,Dicyemida
6426,Chordate,Monoblastozoa
6427,Taxonomy_(biology),"International_Code_of_Nomenclature_for_algae,_fungi,_and_plants"
6428,Taxonomy_(biology),Binomial_nomenclature
6429,Carboniferous,Labyrinthodont
6430,Carboniferous,Lepospondyli
6431,Carboniferous,Loxomma
6432,Carboniferous,Eogyrinus
6433,Carboniferous,Proterogyrinus
6434,Carboniferous,Ophiderpeton
6435,Carboniferous,Amphibamus
6436,Bird,Hummingbird
6437,Bird,Nightjar
6438,Bird,Columbaves
6439,Bird,Ardeae
6440,Bird,Eurypygimorphae
6441,Bird,Sunbittern
6442,Bird,Kagu
6443,Animal,Exuviae
6444,Animal,Segmentation_(biology)
6445,Animal,Phenotypic_trait
6446,Animal,Tardigrada
6447,Animal,Nematomorpha
6448,Animal,Kinorhyncha
6449,Megaannum,Temporal_database
6450,Megaannum,Term_(time)
6451,Megaannum,Time_discipline
6452,Megaannum,Time_management
6453,Megaannum,Time_perception
6454,Megaannum,Specious_present
6455,Holocene,Prehistoric_storage_pits
6456,Holocene,Hunting_hypothesis
6457,Holocene,Arrow
6458,Holocene,Boomerang
6459,Holocene,Throwing_stick
6460,Holocene,Bow_and_arrow
6461,Holocene,History_of_archery
6462,Penguin,Bird_feeding
6463,Penguin,Bird_conservation
6464,Penguin,Aviculture
6465,Penguin,Waterfowl_hunting
6466,Penguin,Cockfight
6467,Penguin,Pigeon_racing
6468,Penguin,Falconry
6469,Sun,Electric_power
6470,Sun,Space_weather
6471,Sun,Maunder_minimum
6472,Sun,Little_Ice_Age
6473,Sun,Tree_ring
6474,Sun,Ice_age
6475,Sun,Milankovitch_cycles
6476,Earth,Ozone_layer
6477,Earth,Endosymbiotic_theory
6478,Earth,Colony_(biology)
6479,Earth,Ultraviolet_radiation
6480,Earth,Fossil
6481,Earth,Microbial_mat
6482,Earth,Sandstone
6483,Flight_feather,Otidimorphae
6484,Flight_feather,Cuckoo
6485,Flight_feather,Turaco
6486,Flight_feather,Bustard
6487,Flight_feather,Strisores
6488,Flight_feather,Caprimulgiformes
6489,Flight_feather,Steatornithiformes
6490,Flight_feather,Podargiformes
6491,Season,Asharh
6492,Season,Srabon
6493,Season,Bhadro
6494,Season,Ashwin
6495,Season,Ogrohayon
6496,Season,Poush
6497,Season,Magh_(Bengali_calendar)
6498,Season,Tamil_calendar
6499,Season,Hedgehog
6500,Season,Global_warming
6501,Season,Oceanic_climate
6502,Chordate,Rouphozoa
6503,Chordate,Flatworm
6504,Chordate,Gastrotrich
6505,Chordate,Lophotrochozoa
6506,Chordate,Symbion
6507,Chordate,Annelid
6508,Chordate,Mollusca
6509,Chordate,Kryptotrochozoa
6510,Chordate,Nemertea
6511,Taxonomy_(biology),Homonym_(biology)
6512,Taxonomy_(biology),Type_(biology)
6513,Taxonomy_(biology),Quantitative_property
6514,Taxonomy_(biology),Qualitative_property
6515,Carboniferous,Hyloplesion
6516,Carboniferous,Dendrerpeton
6517,Carboniferous,Tuditanus
6518,Carboniferous,Anthracosaurus
6519,Carboniferous,Tetrapod
6520,Carboniferous,Sauropsida
6521,Carboniferous,Hylonomus
6522,Carboniferous,Synapsid
6523,Carboniferous,Archaeothyris
6524,Carboniferous,Reptile
6525,Bird,Aequornithes
6526,Bird,Loon
6527,Bird,Austrodyptornithes
6528,Bird,Albatross
6529,Bird,Petrel
6530,Bird,Booby
6531,Bird,Cormorant
6532,Bird,Pelican
6533,Bird,Heron
6534,Animal,Priapulida
6535,Animal,Loricifera
6536,Animal,Spiral_cleavage
6537,Animal,Rouphozoa
6538,Animal,Gastrotrich
6539,Megaannum,Time-tracking_software
6540,Megaannum,Time-use_research
6541,Megaannum,Time-based_currency
6542,Megaannum,Time_value_of_money
6543,Megaannum,Time_clock
6544,Megaannum,Timesheet
6545,Megaannum,Yesterday_(time)
6546,Megaannum,Tomorrow_(time)
6547,Megaannum,Geologic_time_scale
6548,Holocene,Spear
6549,Holocene,Spear-thrower
6550,Holocene,Baton_fragment_(Palart_310)
6551,Holocene,Harpoon
6552,Holocene,Woomera_(spear-thrower)
6553,Holocene,Sch%C3%B6ningen_spears
6554,Holocene,Projectile_point
6555,Holocene,Arrowhead
6556,Holocene,Bare_Island_projectile_point
6557,Penguin,Pheasantry
6558,Penguin,Oology
6559,Penguin,List_of_birds
6560,Penguin,List_of_bird_genera
6561,Sun,Computer_simulation
6562,Sun,Nucleocosmochronology
6563,Sun,Radiometric_dating
6564,Sun,Meteorite
6565,Sun,Iron-60
6566,Sun,Shock_wave
6567,Earth,Western_Australia
6568,Earth,Biogenic_substance
6569,Earth,Graphite
6570,Flight_feather,Apodiformes
6571,Flight_feather,Opisthocomiformes
6572,Flight_feather,Opisthocomidae
6573,Flight_feather,Cursorimorphae
6574,Flight_feather,Charadriiformes
6575,Flight_feather,Gruiformes
6576,Season,Crocus
6577,Season,British_Columbia
6578,Season,British_Isles
6579,Season,Midwest
6580,Season,Europe
6581,Season,Indigenous_Australian_seasons
6582,Season,Growing_season
6583,Season,Cree
6584,Season,Noongar
6585,Season,Nicaragua
6586,Chordate,Lophophorata
6587,Chordate,Bryozoa
6588,Chordate,Entoprocta
6589,Chordate,Brachiozoa
6590,Taxonomy_(biology),DNA_sequence
6591,Taxonomy_(biology),Author_citation_(botany)
6592,Taxonomy_(biology),Author_citation_(zoology)
6593,Taxonomy_(biology),Asian_elephant
6594,Carboniferous,Bird
6595,Carboniferous,Mammal
6596,Carboniferous,Protorothyrididae
6597,Bird,Ibis
6598,Bird,Telluraves
6599,Bird,Afroaves
6600,Bird,Accipitrimorphae
6601,Animal,Nemertea
6602,Animal,Entoprocta
6603,Animal,Snail
6604,Megaannum,Age_(geology)
6605,Megaannum,Chronozone
6606,Megaannum,Eon_(geology)
6607,Megaannum,Epoch_(geology)
6608,Megaannum,Era_(geology)
6609,Megaannum,Geological_period
6610,Holocene,Cascade_point
6611,Holocene,Clovis_point
6612,Holocene,Creswellian_culture
6613,Holocene,Cumberland_point
6614,Holocene,Eden_point
6615,Holocene,Folsom_point
6616,Holocene,Lamoka_projectile_point
6617,Holocene,Manis_Mastodon_Site
6618,Penguin,Glossary_of_bird_terms
6619,Penguin,List_of_birds_by_population
6620,Penguin,Lists_of_birds_by_region
6621,Penguin,List_of_recently_extinct_bird_species
6622,Penguin,List_of_Late_Quaternary_prehistoric_bird_species
6623,Sun,Conservation_of_angular_momentum
6624,Sun,HD_162826
6625,Earth,Metasediment
6626,Earth,Western_Greenland
6627,Earth,Biotic_material
6628,Earth,Australia
6629,Earth,Microorganism
6630,Flight_feather,Phaethontimorphae
6631,Season,Indian_ocean
6632,Season,Western_Australia
6633,Season,Northern_Territory
6634,Season,Arctic_Circle
6635,Season,Antarctic_Circle
6636,Season,Midnight_sun
6637,Season,Polar_night
6638,Chordate,Brachiopod
6639,Chordate,Phoronid
6640,Chordate,Hexactinellid
6641,Chordate,Demosponge
6642,Chordate,Calcareous_sponge
6643,Chordate,Homoscleromorpha
6644,Chordate,Anthozoa
6645,Taxonomy_(biology),List_of_botanists_by_author_abbreviation
6646,Taxonomy_(biology),Phenetics
6647,Taxonomy_(biology),Plesiomorph
6648,Taxonomy_(biology),Neighbor_joining
6649,Taxonomy_(biology),Bayesian_inference
6650,Taxonomy_(biology),Taxonomic_database
6651,Carboniferous,Captorhinidae
6652,Carboniferous,Araeoscelidia
6653,Carboniferous,Family_(biology)
6654,Carboniferous,Pelycosaur
6655,Carboniferous,Pederpes
6656,Carboniferous,Petrolacosaurus
6657,Bird,Hawk
6658,Bird,Coraciimorphae
6659,Bird,Cavitaves
6660,Bird,Picocoraciae
6661,Bird,Hornbill
6662,Bird,Picodynastornithes
6663,Bird,Kingfisher
6664,Animal,Clam
6665,Animal,Squid
6666,Animal,Earthworm
6667,Animal,Lugworm
6668,Animal,Leech
6669,Megaannum,Geochronology
6670,Megaannum,Geological_history_of_Earth
6671,Megaannum,Time_in_physics
6672,Holocene,Plano_point
6673,Holocene,Transverse_arrowhead
6674,Holocene,Game_drive_system
6675,Holocene,Buffalo_jump
6676,Holocene,Industry_(archaeology)
6677,Holocene,Oldowan
6678,Holocene,Acheulean
6679,Holocene,Mousterian
6680,Penguin,List_of_individual_birds
6681,Penguin,List_of_fictional_birds
6682,Penguin,Palaeognathae
6683,Sun,HD_186302
6684,Sun,Solar_luminosity
6685,Sun,Tonne
6686,Sun,Solar_radiation
6687,Sun,Molecular_weight
6688,Sun,Hydrogen_atom
6689,Sun,Virial_theorem
6690,Earth,Neoproterozoic
6691,Earth,Snowball_Earth
6692,Earth,Extinction_event
6693,Earth,Holocene_extinction
6694,Earth,Cretaceous%E2%80%93Paleogene_extinction_event
6695,Earth,Chicxulub_impactor
6696,Earth,Insect
6697,Flight_feather,Tropicbird
6698,Flight_feather,Eurypygiformes
6699,Flight_feather,Aequornithes
6700,Flight_feather,Penguin
6701,Flight_feather,Procellariiformes
6702,Flight_feather,Suliformes
6703,Flight_feather,Pelecaniformes
6704,Season,"Alert,_Nunavut"
6705,Season,Ellesmere_Island
6706,Season,Canada
6707,Season,Nautical_mile
6708,Chordate,Hexacorallia
6709,Chordate,Octocorallia
6710,Chordate,Ceriantharia
6711,Chordate,Medusozoa
6712,Chordate,Myxozoa
6713,Taxonomy_(biology),Database
6714,Taxonomy_(biology),Automated_species_identification
6715,Taxonomy_(biology),Bacterial_taxonomy
6716,Taxonomy_(biology),Cluster_analysis
6717,Taxonomy_(biology),Consortium_for_the_Barcode_of_Life
6718,Taxonomy_(biology),Consortium_of_European_Taxonomic_Facilities
6719,Taxonomy_(biology),Dendrogram
6720,Carboniferous,Diapsid
6721,Carboniferous,Fungi
6722,Bird,Woodpecker
6723,Bird,Australaves
6724,Bird,Eufalconimorphae
6725,Bird,Psittacopasserae
6726,Bird,Charles_Sibley
6727,Bird,Jon_Ahlquist
6728,Bird,List_of_sequenced_animal_genomes
6729,Animal,Trochophore
6730,Animal,History_of_zoology_(through_1859)
6731,Animal,History_of_zoology_since_1859
6732,Animal,Jean-Baptiste_de_Lamarck
6733,Animal,Classical_era
6734,Animal,Scala_naturae
6735,Animal,Aristotle
6736,Animal,Hierarchical
6737,Megaannum,Absolute_space_and_time
6738,Megaannum,Arrow_of_time
6739,Megaannum,Chronon
6740,Megaannum,Coordinate_time
6741,Megaannum,Imaginary_time
6742,Megaannum,Planck_epoch
6743,Megaannum,Proper_time
6744,Holocene,Aurignacian
6745,Holocene,Cupstone
6746,Holocene,Fire_hardening
6747,Holocene,Gravettian
6748,Holocene,Hafting
6749,Holocene,Hand_axe
6750,Holocene,Grooves_(archaeology)
6751,Holocene,Langdale_axe_industry
6752,Penguin,Struthionidae
6753,Penguin,Rheidae
6754,Penguin,Tinamou
6755,Penguin,Kiwi_(bird)
6756,Penguin,Casuariiformes
6757,Penguin,Neognathae
6758,Penguin,Galloanserae
6759,Penguin,Anseriformes
6760,Sun,Subgiant
6761,Sun,Red_giant_branch
6762,Sun,Hertzsprung%E2%80%93Russell_diagram
6763,Sun,Degenerate_matter
6764,Sun,Helium_flash
6765,Earth,Lizard
6766,Earth,Bird
6767,Earth,Human_evolution
6768,Earth,History_of_agriculture
6769,Earth,List_of_ancient_civilizations
6770,Earth,Human_impact_on_the_environment
6771,Earth,Future_of_Earth
6772,Earth,Global_catastrophic_risk
6773,Earth,Carbonate%E2%80%93silicate_cycle
6774,Flight_feather,Australaves
6775,Flight_feather,Cariamiformes
6776,Flight_feather,Falconiformes
6777,Flight_feather,Parrot
6778,Flight_feather,Afroaves
6779,Flight_feather,Cathartiformes
6780,Season,UTC
6781,Season,Twilight
6782,Season,Ice-free_harbor
6783,Season,Warm-water_port
6784,Season,Russia
6785,Chordate,Crinozoa
6786,Chordate,Echinozoa
6787,Chordate,Chromadorea
6788,Chordate,Enoplea
6789,Chordate,Secernentea
6790,Chordate,Chelicerata
6791,Chordate,Myriapoda
6792,Chordate,Crustacean
6793,Chordate,Hexapoda
6794,Taxonomy_(biology),Genetypes
6795,Taxonomy_(biology),Glossary_of_scientific_naming
6796,Taxonomy_(biology),Identification_(biology)
6797,Taxonomy_(biology),Incertae_sedis
6798,Taxonomy_(biology),Parataxonomy
6799,Carboniferous,Class_(biology)
6800,Carboniferous,Cellulose
6801,Carboniferous,Wood-decay_fungus
6802,Carboniferous,Romer%27s_gap
6803,Bird,Genome
6804,Bird,Lists_of_birds_by_region
6805,Bird,List_of_birds_by_population
6806,Bird,House_sparrow
6807,Bird,Snow_petrel
6808,Bird,Antarctica
6809,Bird,Biodiversity
6810,Bird,Speciation
6811,Bird,Extinction
6812,Bird,Introduced_species
6813,Bird,Ring-necked_pheasant
6814,Animal,Vermes_in_the_10th_edition_of_Systema_Naturae
6815,Animal,Insecta_in_the_10th_edition_of_Systema_Naturae
6816,Animal,Pisces_in_the_10th_edition_of_Systema_Naturae
6817,Animal,Amphibia_in_the_10th_edition_of_Systema_Naturae
6818,Animal,Aves_in_the_10th_edition_of_Systema_Naturae
6819,Animal,Mammalia_in_the_10th_edition_of_Systema_Naturae
6820,Animal,Philosophie_Zoologique
6821,Animal,Cirripede
6822,Animal,Radiata
6823,Animal,Infusoria
6824,Megaannum,Rate_(mathematics)
6825,Megaannum,Spacetime
6826,Megaannum,Theory_of_relativity
6827,Megaannum,Time_dilation
6828,Holocene,Levallois_technique
6829,Holocene,Lithic_core
6830,Holocene,Lithic_reduction
6831,Holocene,Lithic_analysis
6832,Holocene,Debitage
6833,Holocene,Lithic_flake
6834,Holocene,Magdalenian
6835,Holocene,Ferrous_metallurgy
6836,Holocene,Microblade_technology
6837,Penguin,Anatidae
6838,Penguin,Duck
6839,Penguin,Anatinae
6840,Penguin,Diving_duck
6841,Penguin,Mergini
6842,Penguin,Oxyurini
6843,Penguin,Anserinae
6844,Penguin,Swan
6845,Penguin,Goose
6846,Penguin,Whistling_duck
6847,Sun,Triple-alpha_process
6848,Sun,Red_clump
6849,Sun,Horizontal_branch
6850,Sun,Asymptotic_giant_branch
6851,Sun,Thermal_pulse
6852,Sun,Tidal_forces
6853,Earth,Parts_per_million
6854,Earth,C4_carbon_fixation
6855,Earth,Stellar_evolution
6856,Earth,Red_giant
6857,Earth,Astronomical_unit
6858,Earth,Figure_of_the_Earth
6859,Earth,Earth_radius
6860,Earth,Earth%27s_circumference
6861,Earth,Chimborazo
6862,Flight_feather,Accipitriformes
6863,Flight_feather,Mousebird
6864,Flight_feather,Trogon
6865,Flight_feather,Cuckoo_roller
6866,Flight_feather,Bucerotiformes
6867,Flight_feather,Coraciiformes
6868,Flight_feather,Piciformes
6869,Flight_feather,"Template_talk:Fins,_limbs_and_wings"
6870,Flight_feather,Fin
6871,Flight_feather,Limb_(anatomy)
6872,Season,Arkhangelsk
6873,Season,Kronstadt
6874,Season,Baltiysk
6875,Season,Vladivostok
6876,Season,Sevastopol
6877,Chordate,Turbellaria
6878,Chordate,Trematoda
6879,Chordate,Monogenea
6880,Chordate,Cestoda
6881,Chordate,Phylactolaemata
6882,Chordate,Stenolaemata
6883,Taxonomy_(biology),Phenogram
6884,Taxonomy_(biology),Set_theory
6885,Taxonomy_(biology),Taxonomy_(general)
6886,Taxonomy_(biology),Virus_classification
6887,Taxonomy_(biology),Quentin_D._Wheeler
6888,Taxonomy_(biology),Philosophical_Transactions_of_the_Royal_Society
6889,Taxonomy_(biology),Wayback_Machine
6890,Carboniferous,Alfred_Romer
6891,Carboniferous,Ecological_collapse
6892,Carboniferous,Ichthyostegalia
6893,Carboniferous,Temnospondyli
6894,Carboniferous,Reptiliomorpha
6895,Bird,Game_bird
6896,Bird,Monk_parakeet
6897,Animal,Le_R%C3%A8gne_Animal
6898,Animal,Georges_Cuvier
6899,Animal,Comparative_anatomy
6900,Animal,Zoophytes
6901,Animal,Karl_Ernst_von_Baer
6902,Animal,Louis_Agassiz
6903,Animal,Richard_Owen
6904,Animal,Protista
6905,Megaannum,Gravitational_time_dilation
6906,Megaannum,Time_domain
6907,Megaannum,Time_translation_symmetry
6908,Megaannum,T-symmetry
6909,Megaannum,Chronological_dating
6910,Holocene,Grime%27s_Graves
6911,Holocene,Prepared-core_technique
6912,Holocene,Solutrean
6913,Holocene,Striking_platform
6914,Penguin,Freckled_duck
6915,Penguin,Tadorninae
6916,Penguin,Anhimidae
6917,Sun,Tip_of_the_red-giant_branch
6918,Sun,Planetary_nebula
6919,Earth,Equatorial_bulge
6920,Earth,Earth%27s_rotation
6921,Earth,Oblate_spheroid
6922,Earth,Center_of_mass
6923,Flight_feather,Aquatic_locomotion
6924,Flight_feather,Cephalopod_fin
6925,Flight_feather,Fish_locomotion
6926,Flight_feather,Fin_and_flipper_locomotion
6927,Flight_feather,Caudal_fin
6928,Flight_feather,Dorsal_fin
6929,Season,Conscription
6930,Season,Harvest_time
6931,Season,Sowing
6932,Season,Manoeuvre_warfare
6933,Chordate,Gymnolaemata
6934,Chordate,Polychaete
6935,Taxonomy_(biology),Armand_Marie_Leroi
6936,Carboniferous,Extinction_event
6937,Carboniferous,Climate_variability_and_change
6938,Carboniferous,Carboniferous_tetrapods
6939,Carboniferous,Lagerst%C3%A4tten
6940,Bird,Cattle_egret
6941,Bird,Yellow-headed_caracara
6942,Bird,Galah
6943,Bird,Avian_range_expansion
6944,Bird,Agriculture
6945,Animal,Beef
6946,Animal,Slaughterhouse
6947,Animal,Animals_in_culture
6948,Megaannum,Chronobiology
6949,Megaannum,Circadian_rhythm
6950,Megaannum,Dating_methodologies_in_archaeology
6951,Megaannum,Time_geography
6952,Megaannum,Carpe_diem
6953,Megaannum,Clock_position
6954,Megaannum,Space
6955,Megaannum,System_time
6956,Holocene,Tool_stone
6957,Holocene,Uniface
6958,Holocene,Yubetsu_technique
6959,Holocene,Adze
6960,Holocene,Stitching_awl
6961,Penguin,Horned_screamer
6962,Penguin,Chauna
6963,Penguin,Anseranatidae
6964,Penguin,Anatalavis
6965,Penguin,Magpie_goose
6966,Penguin,Galliformes
6967,Penguin,Landfowl
6968,Penguin,Gamebirds
6969,Sun,Black_dwarf
6970,Sun,Orion_Arm
6971,Sun,Local_Interstellar_Cloud
6972,Sun,Gould_Belt
6973,Sun,Galactic_Center
6974,Sun,Local_Bubble
6975,Sun,Geminga
6976,Sun,Perseus_Arm
6977,Sun,Galactic_habitable_zone
6978,Earth,Chimborazo_(volcano)
6979,Earth,Ecuador
6980,Earth,Topography
6981,Earth,Mariana_Trench
6982,Earth,Mount_Everest
6983,Earth,Geodesy
6984,Earth,Geoid
6985,Earth,Mean_sea_level
6986,Earth,Abundance_of_elements_on_Earth
