,Word,Tag
4089,general,
4090,endotracheal,
4091,anesthesOia,
4092,,
4093,was,
4094,prepped,
4095,and,
4096,draped,
4097,with,O
4098,routine,
4099,sterile,
4100,methods,
4101,,
4102,including,
4103,the,O
4104,left,
4105,frontal,
4106,,
4107,parietal,
4108,and,
4109,occipital,
4110,areas,
4111,,
4112,in,O
4113,addition,
4114,to,
4115,the,O
4116,ipsilateral,
4117,side,
4118,of,
4119,the,O
4120,chest,
4121,,
4122,neck,
4123,and,
4124,abdomen,
4125,.,
4126,Endoscopy,
4127,was,
4128,used,
4129,to,
4130,pass,
4131,the,O
4132,peritoneal,
4133,shunt,
4134,up,
4135,to,
4136,the,O
4137,parieto-occipital,
4138,juncture,
4139,.,
4140,A,
4141,burr,
4142,hole,
4143,was,
4144,created,
4145,and,
4146,the,O
4147,dura,
4148,opened,
4149,in,O
4150,the,O
4151,left,
4152,frontal,
4153,area,
4154,.,
4155,After,
4156,evacuation,
4157,of,
4158,the,O
4159,hematoma,
4160,,
4161,a,
4162,ventricular,
4163,cathetOer,
4164,was,
4165,connected,
4166,to,
4167,the,O
4168,peritoneal,
4169,tubing,
4170,.,
4171,Physical,
4172,examination,
4173,two,
4174,days,
4175,postoperatively,
4176,revealed,
4177,complete,
4178,resolution,
4179,of,
4180,all,
4181,neurological,
4182,deﬁcits,
4183,.,
4184,The,O
4185,patient,
4186,presented,
4187,to,
4188,a,
4189,one-month,
4190,follow-up,
4191,appointment,
4192,without,
4193,the,O
4194,presence,
4195,of,
4196,any,
4197,neurological,
4198,symptoms,
4199,.,
4200,CT,
4201,imaging,
4202,of,
4203,the,O
4204,brain,O
4205,showed,
4206,complete,
4207,resolution,
4208,of,
4209,the,O
4210,hematoma,
4211,with,O
4212,no,
4213,new,
4214,recurrences,
4215,.,
4216,A,
4217,46,
4218,year,
4219,old,
4220,male,
4221,was,
4222,an,
4223,alcohol-intoxicated,
4224,restrained,
4225,passenger,
4226,in,O
4227,a,
4228,head-on,
4229,motor,
4230,vehicle,
4231,collision,
4232,,
4233,suffering,
4234,blunt,
4235,force,
4236,abdominal,
4237,trauma,
4238,.,
4239,At,
4240,the,O
4241,collision,
4242,site,
4243,EMS,
4244,recorded,
4245,a,
4246,Glasgow,
4247,Coma,
4248,Score,
4249,of,
4250,15,
4251,with,O
4252,stable,
4253,vital,
4254,signs,
4255,.,
4256,He,
4257,was,
4258,transferred,
4259,to,
4260,Cabell,
4261,Huntington,
4262,Hospital,
4263,where,
4264,he,
4265,was,
4266,intubated,
4267,and,
4268,found,
4269,to,
4270,be,
4271,tachycardic,
4272,and,
4273,profoundly,
4274,academic,
4275,to,
4276,an,
4277,arterial,
4278,pH,
4279,of,
4280,7.19,
4281,with,O
4282,accompanying,
4283,base,
4284,deﬁcit,
4285,of,
4286,-11,
4287,.,
4288,Hemoglobin,O
4289,was,
4290,12.9,
4291,,
4292,hematocrit,
4293,37.1,
4294,,
4295,PT,
4296,11.5,
4297,sec,
4298,,
4299,and,
4300,APTT,
4301,23.5,
4302,sec,
4303,.,
4304,CT,
4305,showed,
4306,acute,
4307,thoracic,
4308,aortic,
4309,rupture,
4310,with,O
4311,a,
4312,large,
4313,volume,
4314,of,
4315,blood,
4316,inferiorly,
4317,along,
4318,the,O
4319,aorta,
4320,,
4321,right,
4322,middle,
4323,and,
4324,lower,
4325,lobe,
4326,lung,
4327,contusions,
4328,,
4329,and,
4330,a,
4331,4,
4332,cm,
4333,laceration,
4334,along,
4335,the,O
4336,inferior,
4337,lobe,
4338,of,
4339,the,O
4340,liver,
4341,with,O
4342,blood,
4343,in,O
4344,the,O
4345,renal,
4346,hilum,
4347,suggesting,
4348,right,
4349,renovascular,
4350,injury,
4351,and,
4352,free,
4353,ﬂuid,
4354,within,O
4355,the,O
4356,pelvis,
4357,.,
4358,He,
4359,was,
4360,transferred,
4361,to,
4362,Saint,
4363,Mary’s,
4364,Medical,
4365,Center,
4366,for,
4367,emergent,
4368,management,
4369,of,
4370,aortic,
4371,rupture,
4372,.,
4373,Emergent,
4374,surgical,
4375,management,
4376,of,
4377,the,O
4378,ruptured,
4379,thoracic,
4380,aorta,
4381,was,
4382,completed,
4383,by,
4384,the,O
4385,cardiothoracic,
4386,team,
4387,.,
4388,Upon,
4389,completion,
4390,,
4391,initiation,
4392,of,
4393,exploratory,
4394,laparotomy,
4395,was,
4396,begun,
4397,,
4398,noting,
4399,blood,
4400,in,O
4401,the,O
4402,peritoneum,
4403,and,
4404,bile,
4405,staining,
4406,in,O
4407,the,O
4408,right,
4409,upper,
4410,quadrant,
4411,associated,
4412,with,O
4413,the,O
4414,transverse,
4415,and,
4416,hepatic,
4417,ﬂexures,
4418,of,
4419,the,O
4420,colon,
4421,.,
4422,The,O
4423,gallbladder,
4424,was,
4425,visibly,
4426,distended,
4427,,
4428,ﬁrm,
4429,to,
4430,palpation,
4431,,
4432,and,
4433,discolored,
4434,but,
4435,showed,
4436,no,
4437,signs,
4438,of,
4439,rupture,
4440,.,
4441,Subcapsular,
4442,hematoma,
4443,was,
4444,appreciated,
4445,along,
4446,the,O
4447,right,
4448,posterior,
4449,lobe,
4450,of,
4451,the,O
4452,liver,
4453,but,
4454,showed,
4455,no,
4456,signs,
4457,of,
4458,actively,
4459,expanding,
4460,or,
4461,gross,
4462,laceration,
4463,.,
4464,Open,
4465,cholescystectomy,
4466,with,O
4467,intraoperative,
4468,cholangiogram,
4469,was,
4470,performed,
4471,on,
4472,a,
4473,thick,
4474,,
4475,distended,
4476,and,
4477,grossly-discolored,
4478,gallbladder,
4479,consistent,
4480,with,O
4481,hemorrhage,
4482,into,
4483,the,O
4484,gallbladder,
4485,lumen,
4486,.,
4487,Conray,
4488,contrast,
4489,was,
4490,used,
4491,to,
4492,demonstrate,
4493,a,
4494,completely,
4495,intact,
4496,biliary,
4497,tree,
4498,with,O
4499,extravasation,
4500,noted,
4501,from,
4502,the,O
4503,common,
4504,bile,
4505,duct,
4506,.,
4507,Duodenal,
4508,injury,
4509,was,
4510,ruled,
4511,out,
4512,by,
4513,passing,
4514,methylene,
4515,blue,
4516,through,
4517,the,O
4518,orogastric,
4519,tube,
4520,with,O
4521,no,
4522,extravasation,
4523,appreciated,
4524,and,
4525,colon,
4526,was,
4527,assessed,
4528,via,
4529,direct,
4530,visualization,
4531,by,
4532,Kocher,
4533,maneuver,
4534,and,
4535,mobilization,
4536,of,
4537,the,O
4538,hepatic,
4539,ﬂexure,
4540,.,
4541,Due,
4542,to,
4543,the,O
4544,duration,
4545,of,
4546,the,O
4547,thoracic,
4548,aorta,
4549,repair,
4550,and,
4551,the,O
4552,exploratory,
4553,laparotomy,
4554,,
4555,the,O
4556,decision,
4557,was,
4558,made,
4559,to,
4560,place,
4561,a,
4562,16-French,
4563,T-tube,
4564,in,O
4565,the,O
4566,common,
4567,bile,
4568,duct,
4569,in,O
4570,addition,
4571,to,
4572,two,
4573,large,
4574,24,
4575,Jackson-Pratt,
4576,tubes,
4577,in,O
4578,the,O
4579,vicinity,
4580,of,
4581,the,O
4582,bile,
4583,duct,
4584,.,
4585,The,O
4586,patient,
4587,was,
4588,maintained,
4589,on,
4590,ventilator,
4591,in,O
4592,the,O
4593,neurotrauma,
4594,intensive,
4595,care,
4596,unit,
4597,.,
4598,In,O
4599,the,O
4600,postoperative,
4601,period,
4602,the,O
4603,T-tube,
4604,drained,
4605,golden,
4606,brown,
4607,bile,
4608,and,
4609,was,
4610,well-tolerated,
4611,.,
4612,Urine,
4613,collection,
4614,via,
4615,Foley,
4616,cathetOer,
4617,showed,
4618,blood-tinged,
4619,urine,
4620,that,
4621,persisted,
4622,until,
4623,POD,
4624,10,
4625,but,
4626,thenO,
4627,spontaneously,
4628,resolved,
4629,.,
4630,During,
4631,this,
4632,time,
4633,on,
4634,POD,
4635,6,
4636,the,O
4637,patient,
4638,underwent,
4639,gastrostomy,
4640,with,O
4641,placement,
4642,of,
4643,percutaneous,
4644,gastrostomy,
4645,and,
4646,tracheostomy,
4647,tubes,
4648,.,
4649,Due,
4650,to,
4651,the,O
4652,PEG,
4653,becoming,
4654,disloged,
4655,on,
4656,POD,
4657,8,
4658,the,O
4659,patient,
4660,underwent,
4661,exploratory,
4662,laparotomy,
4663,and,
4664,gastrostomy,
4665,with,O
4666,jejunostomy,
4667,tube,
4668,placement,
4669,and,
4670,removal,
4671,of,
4672,foreign,
4673,body,
4674,.,
4675,Evaluation,
4676,on,
4677,postoperative,
4678,day,
4679,10,
4680,showed,
4681,successful,
4682,drainage,
4683,of,
4684,the,O
4685,operative,
4686,site,
4687,via,
4688,T-tube,
4689,.,
4690,The,O
4691,patient,
4692,continued,
4693,to,
4694,improve,
4695,and,
4696,was,
4697,discharged,
4698,on,
4699,POD,
4700,28,
4701,with,O
4702,T-tube,
4703,and,
4704,J,
4705,tubes,
4706,in,O
4707,place,
4708,.,
4709,Recovery,
4710,was,
4711,complicated,
4712,during,
4713,the,O
4714,outpatient,
4715,course,
4716,as,
4717,frank,
4718,blood,
4719,began,
4720,appearing,
4721,in,O
4722,the,O
4723,patient’s,
4724,urine,
4725,on,
4726,POD,
4727,39,
4728,and,
4729,the,O
4730,patient,
4731,began,
4732,complaining,
4733,of,
4734,pain,O
4735,around,
4736,tube,
4737,sites,
4738,.,
4739,CT,
4740,urogram,
4741,showed,
4742,no,
4743,residual,
4744,renal,
4745,injury,
4746,and,
4747,was,
4748,presumed,
4749,to,
4750,be,
4751,due,
4752,to,
4753,residual,
4754,posttraumatic,
4755,blood,
4756,accumulation,
4757,.,
4758,Of,
4759,note,
4760,,
4761,a,
4762,small,
4763,amount,
4764,of,
4765,ﬂuid,
4766,was,
4767,appreciated,
4768,in,O
4769,the,O
4770,anterior,
4771,right,
4772,middle,
4773,and,
4774,upper,
4775,abdomen,
4776,along,
4777,the,O
4778,inferior,
4779,right,
4780,lobe,
4781,of,
4782,the,O
4783,liver,
4784,not,
4785,seen,
4786,previously,
4787,but,
4788,consistent,
4789,with,O
4790,postoperative,
4791,seroma,
4792,.,
4793,A,
4794,urinary,
4795,tract,
4796,infection,
4797,was,
4798,diagnosed,
4799,and,
4800,managed,
4801,medically,
4802,.,
4803,T,
4804,tube,
4805,cholangiogram,
4806,revealed,
4807,no,
4808,abnormalities,
4809,and,
4810,the,O
4811,the,O
4812,T-tube,
4813,was,
4814,removed,
4815,along,
4816,with,O
4817,J-tube,
4818,on,
4819,POD,
4820,54,
4821,.,
4822,The,O
4823,remainder,
4824,of,
4825,the,O
4826,patient’s,
4827,recovery,
4828,period,
4829,was,
4830,uneventful,
4831,with,O
4832,regards,
4833,to,
4834,hepatobiliary,
4835,procedures,
4836,,
4837,however,
4838,frank,
4839,blood,
4840,in,O
4841,the,O
4842,urine,
4843,persisted,
4844,for,
4845,an,
4846,additional,
4847,6,
4848,months,
4849,due,
4850,complications,
4851,of,
4852,subclinical,
4853,traumatic,
4854,kidney,
4855,injury,
4856,sustained,
4857,during,
4858,the,O
4859,motor,
4860,vehicle,
4861,collision,
4862,.,
4863,A,
4864,54-year-old,
4865,male,
4866,competitive,
4867,powerlifter,
4868,with,O
4869,a,
4870,past,
4871,medical,
4872,history,
4873,of,
4874,hypertension,
4875,,
4876,hyperlipidemia,
4877,,
4878,and,
4879,coronary,
4880,artery,
4881,disease,
4882,presented,
4883,to,
4884,our,
4885,emergency,
4886,department,
4887,(,
4888,ED,
4889,),
4890,with,O
4891,a,
4892,complaint,
4893,of,
4894,right,
4895,greater,
4896,than,
4897,left,
4898,lower,
4899,abdominal,
4900,pain,O
4901,.,
4902,He,
4903,had,
4904,been,
4905,performing,
4906,a,
4907,back-squat,
4908,with,O
4909,670,
4910,lbs,
4911,.,
4912,when,
4913,he,
4914,felt,
4915,a,
4916,painful,
4917,“pop”,
4918,in,O
4919,his,
4920,lower,
4921,abdomen,
4922,.,
4923,He,
4924,also,
4925,reported,
4926,experiencing,
4927,urinary,
4928,urgency,
4929,,
4930,frequency,
4931,,
4932,and,
4933,hematuria,
4934,.,
4935,He,
4936,denied,
4937,any,
4938,lower,
4939,extremity,
4940,motor,
4941,weakness,
4942,or,
4943,sensory,
4944,changes,
4945,.,
4946,On,
4947,visual,
4948,inspection,
4949,,
4950,therOe,
4951,was,
4952,ecchymosis,
4953,at,
4954,the,O
4955,base,
4956,of,
4957,his,
4958,penis,
4959,.,
4960,No,
4961,obvious,
4962,scrotal,
4963,swelling,
4964,was,
4965,seen,
4966,.,
4967,Initial,
4968,physical,
4969,examination,
4970,by,
4971,the,O
4972,ED,
4973,physician,
4974,was,
4975,positive,
4976,for,
4977,abdominal,
4978,distension,
4979,,
4980,tenderness,
4981,,
4982,and,
4983,guarding,
4984,,
4985,but,
4986,no,
4987,rebound,
4988,tenderness,
4989,or,
4990,signs,
4991,of,
4992,peritonitis,
4993,were,
4994,elicited,
4995,.,
4996,A,
4997,rapid,
4998,bedside,
4999,ultrasound,
5000,examination,
5001,was,
5002,negative,
5003,for,
5004,intraperitoneal,
5005,pathology,
5006,.,
5007,A,
5008,CT,
5009,angiogram,
5010,of,
5011,the,O
5012,abdomen,
5013,and,
5014,pelvis,
5015,was,
5016,performed,
5017,followed,
5018,by,
5019,CT,
5020,urogram,
5021,.,
5022,Results,
5023,showed,
5024,widening,
5025,of,
5026,the,O
5027,pubic,
5028,symphysis,
5029,measuring,
5030,up,
5031,to,
5032,18,
5033,mm,
5034,.,
5035,Close,
5036,review,
5037,of,
5038,the,O
5039,CT,
5040,imaging,
5041,demonstrated,
5042,small,
5043,amounts,
5044,of,
5045,air,
5046,in,O
5047,both,
5048,sacroiliac,
5049,joints,
5050,,
5051,but,
5052,it,
5053,was,
5054,felt,
5055,that,
5056,the,O
5057,overall,
5058,stability,
5059,of,
5060,the,O
5061,pelvic,
5062,ring,
5063,had,
5064,not,
5065,been,
5066,compromised,
5067,and,
5068,that,
5069,the,O
5070,air,
5071,may,
5072,represent,
5073,chronic,
5074,degenerative,
5075,joint,
5076,changes,
5077,.,
5078,TherOe,
5079,was,
5080,also,
5081,a,
5082,large,
5083,intraluminal,
5084,bladder,
5085,hematoma,
5086,taking,
5087,up,
5088,over,
5089,50%,
5090,of,
5091,the,O
5092,bladder,
5093,volume,
5094,with,O
5095,contrast,
5096,extravasation,
5097,along,
5098,the,O
5099,right,
5100,side,
5101,of,
5102,the,O
5103,retropubic,
5104,space,
5105,anterior,
5106,to,
5107,the,O
5108,prostate,
5109,.,
5110,The,O
5111,patient,
5112,was,
5113,taken,
5114,to,
5115,the,O
5116,operating,
5117,room,
5118,(,
5119,OR,
5120,),
5121,by,
5122,a,
5123,urologist,
5124,for,
5125,cystoscopy,
5126,and,
5127,intraluminal,
5128,hematoma,
5129,evacuation,
5130,.,
5131,Cauterization,
5132,of,
5133,the,O
5134,bleeding,
5135,was,
5136,unsuccessful,
5137,so,
5138,the,O
5139,procedure,
5140,was,
5141,concluded,
5142,and,
5143,the,O
5144,patient,
5145,was,
5146,transferred,
5147,to,
5148,the,O
5149,interventional,
5150,radiology,
5151,suite,
5152,.,
5153,An,
5154,arteriogram,
5155,was,
5156,performed,
5157,which,
5158,showed,
5159,active,
5160,extravasation,
5161,of,
5162,a,
5163,“replaced”,
5164,or,
5165,“accessory”,
5166,obturator,
5167,artery,
5168,,
5169,an,
5170,anatomic,
5171,variant,
5172,of,
5173,the,O
5174,obturator,
5175,artery,
5176,as,
5177,a,
5178,branch,
5179,from,
5180,the,O
5181,inferior,
5182,epigastric,
5183,artery,
5184,ratherO,
5185,than,
5186,from,
5187,the,O
5188,usual,
5189,anterior,
5190,division,
5191,of,
5192,the,O
5193,internal,
5194,iliac,
5195,artery,
5196,.,
5197,This,
5198,artery,
5199,was,
5200,coiled,
5201,and,
5202,repeat,
5203,arteriogram,
5204,showed,
5205,no,
5206,furtherO,
5207,extravasation,
5208,.,
5209,No,
5210,injury,
5211,to,
5212,the,O
5213,internal,
5214,iliac,
5215,artery,
5216,system,
5217,was,
5218,seen,
5219,.,
5220,Several,
5221,hours,
5222,later,
5223,,
5224,despite,
5225,the,O
5226,embolization,
5227,procedure,
5228,and,
5229,continuous,
5230,bladder,
5231,irrigation,
5232,,
5233,the,O
5234,patient,
5235,continued,
5236,to,
5237,experience,
5238,hematuria,
5239,.,
5240,The,O
5241,treatment,
5242,teams,
5243,decide,
5244,to,
5245,return,
5246,to,
5247,the,O
5248,OR,
5249,for,
5250,open,
5251,exploration,
5252,and,
5253,bladder,
5254,repair,
5255,.,
5256,A,
5257,low,
5258,midline,
5259,incision,
5260,was,
5261,used,
5262,to,
5263,enter,
5264,the,O
5265,retropubic,
5266,space,
5267,and,
5268,signiﬁcant,
5269,hematoma,
5270,was,
5271,evacuated,
5272,.,
5273,A,
5274,running,
5275,suture,
5276,was,
5277,used,
5278,to,
5279,repair,
5280,a,
5281,hole,
5282,in,O
5283,the,O
5284,bladder,
5285,wall,
5286,.,
5287,Repeat,
5288,cystoscopy,
5289,was,
5290,performed,
5291,and,
5292,an,
5293,additional,
5294,suture,
5295,was,
5296,used,
5297,to,
5298,seal,
5299,a,
5300,small,
5301,intraluminal,
5302,leak,
5303,.,
5304,The,O
5305,retropubic,
5306,space,
5307,continued,
5308,to,
5309,ooze,
5310,blood,
5311,so,
5312,packing,
5313,was,
5314,placed,
5315,around,
5316,the,O
5317,prostate,
5318,and,
5319,hemostasis,
5320,was,
5321,achieved,
5322,.,
5323,A,
5324,temporary,
5325,abdominal,
5326,closure,
5327,was,
5328,performed,
5329,with,O
5330,a,
5331,plan,
5332,to,
5333,return,
5334,to,
5335,the,O
5336,OR,
5337,for,
5338,removal,
5339,of,
5340,packing,
5341,material,
5342,and,
5343,repeat,
5344,exploration,
5345,.,
5346,On,
5347,hospital,
5348,day,
5349,3,
5350,,
5351,the,O
5352,patient,
5353,was,
5354,brought,
5355,back,
5356,to,
5357,the,O
5358,OR,
5359,,
5360,packing,
5361,material,
5362,was,
5363,removed,
5364,,
5365,and,
5366,no,
5367,furtherO,
5368,bleeding,
5369,was,
5370,noted,
5371,.,
5372,At,
5373,this,
5374,point,
5375,,
5376,the,O
5377,orthopaedic,
5378,trauma,
5379,team,
5380,was,
5381,asked,
5382,to,
5383,re-examine,
5384,his,
5385,symphysis,
5386,given,
5387,the,O
5388,direct,
5389,visualization,
5390,of,
5391,the,O
5392,pelvic,
5393,ring,
5394,disruption,
5395,.,
5396,The,O
5397,diastasis,
5398,was,
5399,measured,
5400,to,
5401,be,
5402,30,
5403,mm,
5404,using,
5405,a,
5406,sterile,
5407,ruler,
5408,so,
5409,the,O
5410,decision,
5411,was,
5412,made,
5413,to,
5414,proceed,
5415,with,O
5416,plate,
5417,ﬁxation,
5418,of,
5419,the,O
5420,symphysis,
5421,.This,
5422,was,
5423,accomplished,
5424,with,O
5425,a,
5426,Jungbluth,
5427,clamp,
5428,along,
5429,the,O
5430,anterior,
5431,surface,
5432,for,
5433,reduction,
5434,and,
5435,placement,
5436,of,
5437,a,
5438,SynthesO,
5439,3.5,
5440,mm,
5441,6-hole,
5442,pubic,
5443,symphysis,
5444,plate,
5445,(,
5446,SynthesO,
5447,),
5448,with,O
5449,3.5,
5450,mm,
5451,Bone,
5452,Screw,
5453,Fasteners,
5454,.A,
5455,medium,
5456,Hemovac,
5457,drain,O
5458,was,
5459,placed,
5460,and,
5461,primary,
5462,closure,
5463,was,
5464,performed,
5465,of,
5466,his,
5467,fascia,
5468,and,
5469,skin,O
5470,incision,
5471,.Post-operatively,
5472,he,
5473,was,
5474,allowed,
5475,to,
5476,weight,
5477,bear,
5478,for,
5479,transfers,
5480,only,
5481,.By,
5482,3,
5483,months,
5484,following,
5485,surgery,
5486,,
5487,he,
5488,was,
5489,allowed,
5490,to,
5491,weight-bear,
5492,as,
5493,tolerated,
5494,,
5495,and,
5496,has,
5497,gone,
5498,on,
5499,to,
5500,do,
5501,well,
5502,without,
5503,any,
5504,radiographic,
5505,or,
5506,clinical,
5507,signs,
5508,of,
5509,implant,
5510,failure,
5511,.,
5512,Our,
5513,patient,
5514,is,
5515,a,
5516,15-year-old,
5517,boy,
5518,who,
5519,was,
5520,the,O
5521,victim,
5522,of,
5523,a,
5524,hit,
5525,and,
5526,run,
5527,accident,
5528,while,
5529,on,
5530,his,
5531,skateboard,
5532,.,
5533,He,
5534,was,
5535,unresponsive,
5536,in,O
5537,the,O
5538,ﬁeld,
5539,with,O
5540,multiple,
5541,injuries,
5542,including,
5543,a,
5544,deformed,
5545,left,
5546,upper,
5547,extremity,
5548,and,
5549,a,
5550,tension,
5551,pneumothorax,
5552,requiring,
5553,needle,
5554,decompression,
5555,.,
5556,He,
5557,was,
5558,emergently,
5559,brought,
5560,to,
5561,our,
5562,trauma,
5563,center,
5564,and,
5565,stabilized,
5566,.,
5567,Initial,
5568,CT,
5569,head,
5570,showed,
5571,a,
5572,small,
5573,right,
5574,subdural,
5575,hematoma,
5576,with,O
5577,contralateral,
5578,left-sided,
5579,subdural,
5580,hematoma,
5581,as,
5582,well,
5583,as,
5584,multiple,
5585,temporal,
5586,contusions,
5587,with,O
5588,a,
5589,depressed,
5590,temporal,
5591,skull,
5592,fracture,
5593,that,
5594,communicated,
5595,with,O
5596,a,
5597,basilar,
5598,skull,
5599,fracture,
5600,.,
5601,The,O
5602,patient,
5603,at,
5604,this,
5605,time,
5606,was,
5607,agitated,
5608,however,
5609,localizing,
5610,with,O
5611,a,
5612,GCS,
5613,of,
5614,7T,
5615,.,
5616,Given,
5617,the,O
5618,basilar,
5619,skull,
5620,fractures,
5621,,
5622,the,O
5623,patient,
5624,underwent,
5625,a,
5626,CT,
5627,Angiogram,
5628,of,
5629,the,O
5630,brain,O
5631,a,
5632,couple,
5633,hours,
5634,after,
5635,the,O
5636,initial,
5637,CT,
5638,scan,
5639,which,
5640,showed,
5641,a,
5642,3.5,
5643,cm,
5644,newly,
5645,expanding,
5646,right-sided,
5647,epidural,
5648,hematoma,
5649,warranting,
5650,emergent,
5651,evacuation,
5652,.,
5653,This,
5654,ﬁnding,
5655,was,
5656,not,
5657,appreciated,
5658,on,
5659,the,O
5660,initial,
5661,scan,
5662,.,
5663,Shortly,
5664,before,
5665,operative,
5666,intervention,
5667,,
5668,the,O
5669,patient,
5670,became,
5671,bradycardic,
5672,,
5673,hypertensive,
5674,and,
5675,tachypnic,
5676,,
5677,signs,
5678,of,
5679,impending,
5680,herniation,
5681,.,
5682,Intra-operatively,
5683,,
5684,he,
5685,was,
5686,found,
5687,to,
5688,have,
5689,a,
5690,signiﬁcant,
5691,right-sided,
5692,comminuted,
5693,skull,
5694,fracture,
5695,extending,
5696,from,
5697,the,O
5698,temporal,
5699,fossa,
5700,to,
5701,the,O
5702,basilar,
5703,skull,
5704,.,
5705,A,
5706,hemi-craniectomy,
5707,was,
5708,performed,
5709,and,
5710,a,
5711,large,
5712,laceration,
5713,was,
5714,noted,
5715,to,
5716,the,O
5717,dural,
5718,vessels,
5719,as,
5720,well,
5721,as,
5722,the,O
5723,middle,
5724,meningeal,
5725,artery,
5726,.,
5727,The,O
5728,epidural,
5729,hematoma,
5730,at,
5731,this,
5732,point,
5733,was,
5734,causing,
5735,severe,
5736,mass,
5737,eﬀect,
5738,,
5739,which,
5740,would,
5741,have,
5742,been,
5743,fatal,
5744,had,
5745,subsequent,
5746,imaging,
5747,not,
5748,been,
5749,performed,
5750,.,
5751,Post,
5752,operatively,
5753,he,
5754,was,
5755,taken,
5756,to,
5757,the,O
5758,Pediatric,
5759,ICU,
5760,.,
5761,He,
5762,was,
5763,weaned,
5764,off,
5765,sedation,
5766,and,
5767,extubated,
5768,several,
5769,days,
5770,later,
5771,,
5772,noted,
5773,to,
5774,be,
5775,neurologically,
5776,intact,
5777,with,O
5778,a,
5779,GCS,
5780,of,
5781,15,
5782,.,
5783,He,
5784,worked,
5785,well,
5786,with,O
5787,the,O
5788,physical,
5789,,
5790,occupational,
5791,,
5792,and,
5793,cognitive,
5794,therOapy,
5795,services,
5796,and,
5797,was,
5798,medically,
5799,stabilized,
5800,for,
5801,transfer,
5802,to,
5803,a,
5804,rehab,
5805,center,
5806,.,
5807,58,
5808,years,
5809,old,
5810,obese,
5811,lady,
5812,was,
5813,brought,
5814,in,O
5815,emergency,
5816,department,
5817,by,
5818,rescue,
5819,team,
5820,.,
5821,She,
5822,was,
5823,accompanied,
5824,by,
5825,her,
5826,son,
5827,.,
5828,She,
5829,presented,
5830,in,O
5831,critical,
5832,condition,
5833,,
5834,was,
5835,confused,
5836,,
5837,tachypneic,
5838,and,
5839,tachycardiac,
5840,.,
5841,According,
5842,to,
5843,attendant,
5844,,
5845,she,
5846,was,
5847,complaining,
5848,for,
5849,last,
5850,2–3,
5851,days,
5852,of,
5853,abdominal,
5854,pain,O
5855,,
5856,fever,
5857,,
5858,decreased,
5859,oral,
5860,intake,
5861,and,
5862,decreased,
5863,urination,
5864,.,
5865,Presently,
5866,she,
5867,was,
5868,taking,
5869,her,
5870,antihypertensive,
5871,medication,
5872,.,
5873,Few,
5874,minutes,
5875,after,
5876,arrival,
5877,to,
5878,emergency,
5879,department,
5880,she,
5881,collapsed,
5882,and,
5883,was,
5884,coded,
5885,.,
5886,She,
5887,was,
5888,pulseless,
5889,with,O
5890,electrical,
5891,cardiac,
5892,activity,
5893,(,
5894,PEA,
5895,),
5896,.,
5897,Cardiopulmonary,
5898,resuscitation,
5899,(,
5900,CPR,
5901,),
5902,was,
5903,initiated,
5904,according,
5905,to,
5906,Adult,
5907,Cardiac,
5908,Life,
5909,Support,
5910,(,
5911,ACLS,
5912,),
5913,protocol,
5914,.,
5915,Peripheral,
5916,vascular,
5917,access,
5918,was,
5919,difficult,
5920,with,O
5921,several,
5922,failed,
5923,attempts,
5924,.,
5925,Patient,
5926,was,
5927,revived,
5928,after,
5929,5,
5930,min,O
5931,of,
5932,chest,
5933,compression,
5934,,
5935,endotracheal,
5936,tube,
5937,ventilation,
5938,and,
5939,single,
5940,shot,
5941,of,
5942,adrenaline,
5943,.,
5944,Initial,
5945,investigations,
5946,revealed,
5947,raised,
5948,WCC,
5949,,
5950,CRP,
5951,and,
5952,very,
5953,high,
5954,blood,
5955,glucose,
5956,levels,
5957,.,
5958,She,
5959,was,
5960,previously,
5961,non-diabetic,
5962,.,
5963,Working,
5964,diagnosis,
5965,of,
5966,septic,
5967,shock,
5968,was,
5969,made,
5970,.,
5971,She,
5972,was,
5973,put,
5974,on,
5975,broad,
5976,spectrum,
5977,antibiotics,
5978,which,
5979,were,
5980,changed,
5981,according,
5982,to,
5983,sensitivity,
5984,report,
5985,of,
5986,blood,
5987,and,
5988,urine,
5989,cultures,
5990,.,
5991,Femoral,
5992,arterial,
5993,line,
5994,was,
5995,used,
5996,for,
5997,monitoring,
5998,,
5999,ﬂuid,
6000,and,
6001,drug,
6002,administration,
6003,.,
6004,She,
6005,was,
6006,sedated,
6007,and,
6008,put,
6009,on,
6010,invasive,
6011,ventilation,
6012,.,
6013,She,
6014,was,
6015,shifted,
6016,to,
6017,intensive,
6018,care,
6019,unit,
6020,for,
6021,monitoring,
6022,and,
6023,management,
6024,.,
6025,She,
6026,remained,
6027,oliguric,
6028,despite,
6029,ﬂuid,
6030,replacement,
6031,.,
6032,Computed,
6033,tomography,
6034,(,
6035,CT,
6036,),
6037,abdomen,
6038,was,
6039,performed,
6040,which,
6041,revealed,
6042,impacted,
6043,proximal,
6044,right,
6045,ureteric,
6046,stone,
6047,with,O
6048,dilatation,
6049,of,
6050,pelvicaleceal,
6051,system,
6052,and,
6053,bi-basal,
6054,lung,
6055,consolidation,
6056,.,
6057,She,
6058,was,
6059,reviewed,
6060,by,
6061,urology,
6062,team,
6063,for,
6064,urosepsis,
6065,and,
6066,JJ,
6067,stent,
6068,was,
6069,place,
6070,to,
