,Unnamed: 0,pos,neutral,neg
2319,scaredy,1,0,0
2320,cat,1,0,0
2321,Bricks,0,0,2
2322,Mortar,0,0,2
2323,cheaper,1,0,3
2324,across,0,0,2
2325,board,0,0,2
2326,closes,1,0,0
2327,stableize,1,0,0
2328,Tomorrow,1,0,2
2329,party,0,0,2
2330,glorious,1,0,0
2331,appear,2,0,0
2332,exhausted,1,0,0
2333,BTFD,1,0,0
2334,school,1,0,0
2335,quietly,1,0,0
2336,covering,1,0,0
2337,bs,1,0,0
2338,AUG,1,0,0
2339,Sinks,0,0,1
2340,Flat,1,0,0
2341,Vistaprint,1,0,0
2342,raises,1,0,0
2343,guidance,2,0,0
2344,reflect,1,0,0
2345,completion,1,0,0
2346,Albumprinter,1,0,0
2347,reviewing,1,0,0
2348,GMCR's,1,0,0
2349,recovery,1,0,0
2350,toward,1,0,0
2351,shareholders,2,0,1
2352,encouragement,1,0,0
2353,questcor,1,0,0
2354,Wilful,0,0,1
2355,calculations,0,0,1
2356,damages,0,0,1
2357,highly,0,0,3
2358,doubt,0,0,1
2359,happy,1,0,1
2360,Tuesday,1,0,0
2361,night,1,0,0
2362,serious,2,0,0
2363,lready,1,0,0
2364,emails,1,0,0
2365,oyah,1,0,0
2366,Also,2,0,0
2367,betting,1,0,1
2368,Twitter,5,0,0
2369,heard,2,0,0
2370,first,1,0,0
2371,Regional,1,0,0
2372,Banking,1,0,0
2373,somewhat,1,0,0
2374,tempting,1,0,0
2375,cuppa,1,0,0
2376,joes,1,0,0
2377,Both,1,0,0
2378,GO,2,0,0
2379,Bermuda,1,0,0
2380,daylight,1,0,0
2381,met,1,0,0
2382,person,1,0,0
2383,mentioned,2,0,0
2384,upgrade,1,0,1
2385,EPIC,1,0,0
2386,learnt,1,0,0
2387,devices,2,0,0
2388,Intermarket,1,0,0
2389,ago,0,0,1
2390,noted,0,0,1
2391,formed,0,0,1
2392,measured,0,0,1
2393,infinite,0,0,1
2394,downgraded,0,0,4
2395,reliably,1,0,0
2396,finding,1,0,0
2397,cancer,5,0,0
2398,mutations,1,0,0
2399,urine,1,0,0
2400,colon,1,0,0
2401,pancreatic,1,0,0
2402,melanoma,1,0,0
2403,thyroid,1,0,0
2404,jackpot,1,0,0
2405,Following,1,0,1
2406,morning's,1,0,1
2407,blew,1,0,1
2408,LOOKS,1,0,0
2409,bouncing,1,0,0
2410,finish,1,0,3
2411,hammer,1,0,0
2412,Fingers,1,0,0
2413,crossed,1,0,0
2414,single,0,0,2
2415,digits,1,0,1
2416,Gaining,1,0,0
2417,signals,1,0,0
2418,intermediate,1,0,0
2419,Uptrend,1,0,0
2420,closng,1,0,0
2421,CALL,1,0,0
2422,OMNIVISION,1,0,0
2423,TECH,1,0,0
2424,EXP,1,0,0
2425,snap,1,0,0
2426,LT,1,0,0
2427,crushed,0,0,2
2428,Reiterating,1,0,0
2429,newbies,1,0,0
2430,notice,1,0,0
2431,domsaying,1,0,0
2432,bears,1,0,0
2433,disappear,1,0,0
2434,during,5,0,0
2435,climbs,1,0,0
2436,opportunists,1,0,0
2437,Ignore,1,0,0
2438,demand,2,0,0
2439,minds,1,0,0
2440,Better,2,0,0
2441,prepared,1,0,0
2442,player,0,0,1
2443,drug,0,0,2
2444,indication,0,0,1
2445,qe,0,0,1
2446,Tesla,3,0,5
2447,Model,2,0,5
2448,exceed,2,0,0
2449,profitability,1,0,0
2450,amended,1,0,0
2451,upward,1,0,0
2452,Casinos,0,0,1
2453,bell,0,0,2
2454,unusual,0,0,1
2455,comibinations,0,0,1
2456,apart,0,0,1
2457,suite,1,0,0
2458,suitor,1,0,0
2459,Lovaza,0,0,1
2460,scripts,0,0,1
2461,Impossible,0,0,1
2462,stand,0,0,1
2463,excellent,0,0,1
2464,factual,0,0,1
2465,argument,0,0,1
2466,Ha,0,0,1
2467,relative,2,0,1
2468,apparent,0,0,1
2469,boat,0,0,2
2470,full,0,0,1
2471,prefer,0,0,1
2472,empty,0,0,1
2473,rumor,1,0,1
2474,hen,0,0,1
2475,fly,0,0,2
2476,Movers,1,0,2
2477,NHs,1,0,0
2478,NH,1,0,0
2479,Expanding,1,0,0
2480,Caliber,1,0,0
2481,ISRG,0,0,1
2482,USA,0,0,1
2483,Home,0,0,1
2484,MoM,0,0,1
2485,Est,0,0,1
2486,Prior,0,0,1
2487,Revised,0,0,1
2488,constructive,1,0,0
2489,reversing,0,0,1
2490,loks,0,0,1
2491,shot,1,0,1
2492,sound,1,0,0
2493,od,1,0,0
2494,Inside,1,0,0
2495,SQL,2,0,0
2496,Server,4,0,0
2497,grew,1,0,0
2498,double-digit,1,0,0
2499,Premium,1,0,0
2500,growing,3,0,1
2501,thread,0,0,1
2502,click,0,0,1
2503,cliff,0,0,1
2504,Needs,0,0,1
2505,snap-back,0,0,1
2506,VIX,0,0,1
2507,ADX,1,0,0
2508,crossing,1,0,0
2509,lines,1,0,0
2510,Setup,1,0,0
2511,FOMC,0,0,2
2512,Moves,0,0,1
2513,sides,0,0,1
2514,larger,0,0,1
2515,ranges,0,0,1
2516,nimble,0,0,1
2517,cautious,0,0,1
2518,adding,7,0,0
2519,Brutal,0,0,1
2520,slide,0,0,1
2521,Feels,0,0,1
2522,Junior,1,0,0
2523,EYE,1,0,0
2524,Shipping,2,0,0
2525,Sectors,2,0,0
2526,Rise,3,0,0
2527,Again,5,0,0
2528,surprising,0,0,1
2529,something,0,0,1
2530,considering,0,0,1
2531,businesses,0,0,4
2532,called,0,0,1
2533,scam,0,0,1
2534,feb,0,0,1
2535,quarter,3,0,2
2536,YoY,0,0,1
2537,rev,0,0,1
2538,try,0,0,1
2539,innovate,1,0,0
2540,develop,1,0,0
2541,afraid,1,0,0
2542,stalling,0,1,0
2543,Thursday,0,1,0
2544,Need,0,3,0
2545,VISION,0,1,0
2546,near-term,0,1,0
2547,Northland,0,0,1
2548,recommends,0,0,1
2549,face,0,0,1
2550,PT,6,0,3
2551,suggest,0,0,1
2552,valuations,0,0,1
2553,Come,1,0,0
2554,guys,1,0,0
2555,gals,1,0,0
2556,ivory,0,0,1
2557,tower,0,0,1
2558,loved,0,0,1
2559,boyah,0,0,1
2560,damage,1,0,0
2561,success,1,0,0
2562,myth,1,0,0
2563,Stanley,1,0,1
2564,tricky,0,0,1
2565,bastards,0,0,1
2566,Ran,0,0,1
2567,gave,0,0,1
2568,joint,1,0,0
2569,venture,1,0,0
2570,shoots,1,0,0
2571,MOON,1,0,0
2572,pumper,1,0,0
2573,laugh,1,0,0
2574,She,1,0,0
2575,apparently,1,0,0
2576,People,1,0,0
2577,EOD,1,0,0
2578,explosive,1,0,0
2579,caught,1,0,0
2580,Money-Losing,0,0,1
2581,Junk,0,0,1
2582,instead,0,0,1
2583,Grab,1,0,0
2584,aside,0,0,1
2585,vervalued,0,0,1
2586,ETF,0,0,1
2587,JMHO,0,0,1
2588,ignorant,0,0,1
2589,smack,0,0,1
2590,legitimate,0,0,1
2591,Abercrombie,0,0,1
2592,Fitch,0,0,1
2593,Falls,0,0,1
2594,Pre-Market,0,0,1
2595,Results,0,0,2
2596,Litle-Discused,0,0,1
2597,Pro,0,0,1
2598,Lumber,0,0,1
2599,Liquidators,0,0,1
2600,stuck,0,0,1
2601,mud,0,0,1
2602,Haliburton,0,0,1
2603,HAL,0,0,1
2604,Trading,0,0,1
2605,Lower,0,0,1
2606,Warning,0,0,1
2607,Upbeat,0,0,1
2608,Earnings,2,0,3
2609,raid,0,0,1
2610,SOMETHING,1,0,0
2611,intel,1,0,0
2612,stagnant,1,0,0
2613,pick,1,0,0
2614,delivering,1,0,0
2615,goods,1,0,0
2616,spill,1,0,0
2617,chinese,1,0,0
2618,internet,1,0,0
2619,BK,0,0,1
2620,possibility,0,0,1
2621,lotto,1,0,0
2622,Austrians,0,0,1
2623,EARMUFFS,0,0,1
2624,Ok,0,0,1
2625,Reasons,0,0,5
2626,divergences,1,0,0
2627,Player,1,0,0
2628,Wish,1,0,0
2629,pulled,1,0,0
2630,kog,1,0,0
2631,shorters,1,0,0
2632,learned,1,0,0
2633,leson,1,0,0
2634,realize,1,0,0
2635,skyrocketed,1,0,0
2636,abroad,1,0,0
2637,increased,1,0,1
2638,conversations,1,0,1
2639,hour,2,0,1
2640,Accumulating,0,0,1
2641,GOBS,0,0,1
2642,outshined,0,0,1
2643,ORCL,0,0,1
2644,chill,0,0,1
2645,pill,0,0,1
2646,vwap,1,0,0
2647,LOT,1,0,0
2648,radars,1,0,0
2649,device,1,0,0
2650,Miles,1,0,0
2651,competition,2,0,1
2652,frozen,1,0,0
2653,headlights,1,0,0
2654,Phase,0,0,1
2655,experiencing,0,0,1
2656,rejection,0,0,1
2657,retest,0,0,1
2658,onday,0,0,1
2659,frewater,0,0,1
2660,water,0,0,1
2661,rafting,0,0,2
2662,famous,1,0,0
2663,lunch,1,0,0
2664,fade,4,0,4
2665,routine,1,0,0
2666,SP,1,0,0
2667,hands,1,0,0
2668,flushed,1,0,0
2669,metals,4,0,4
2670,miners,1,0,0
2671,Fear,1,0,0
2672,Guess,2,0,0
2673,Mr,1,0,0
2674,Greed,1,0,0
2675,resolved,1,0,0
2676,Breakaway,1,0,0
2677,trapped,1,0,0
2678,CME,1,0,0
2679,rule,1,0,0
2680,Marry,1,0,0
2681,Christmas,1,0,0
2682,:-),1,0,0
2683,sellers,0,0,1
2684,saw,0,0,1
2685,More,1,0,3
2686,cst,0,0,1
2687,Russell,1,0,0
2688,annual,1,0,0
2689,constitution,2,0,0
2690,per,1,0,1
2691,Ross,2,0,0
2692,Stores,1,0,0
2693,RBC,1,0,0
2694,upgraded,2,0,0
2695,ATHN,1,0,0
2696,Now,1,0,2
2697,clubs,0,0,1
2698,terrible,0,0,1
2699,golfer,0,0,1
2700,Neutral,0,0,1
2701,Wedbush,0,0,1
2702,Lowered,0,0,1
2703,handle,2,0,0
2704,Torture,0,0,2
2705,Feb,2,0,1
2706,Shareholders,0,0,1
2707,meting,0,0,1
2708,SURE,0,0,1
2709,HOPE,0,0,1
2710,SO,0,0,1
2711,explains,1,0,0
2712,Watson,1,0,0
2713,destroy,1,0,0
2714,jobs,1,0,0
2715,UNUSUAL,1,0,0
2716,BUYER,1,0,0
2717,WAV,1,0,0
2718,ASK,1,0,0
2719,ISE,1,0,0
2720,::,2,0,0
2721,IV,2,0,0
2722,USUAL,1,0,0
2723,Walter,0,0,1
2724,Investment,0,0,1
2725,Management,0,0,1
2726,Corp,0,0,1
2727,Compass,0,0,1
2728,Point,0,0,1
2729,accept,0,0,1
2730,condolences,0,0,1
2731,either,0,0,1
2732,ema's,0,0,1
2733,acted,0,0,1
2734,Patiently,1,0,0
2735,enter,1,0,0
2736,suport,1,0,1
2737,notes,1,0,0
2738,mis,2,0,1
2739,underpricing,1,0,0
2740,Minute,0,0,1
2741,threatening,0,0,1
2742,descending,0,0,1
2743,triangle,0,0,1
2744,breakdown,0,0,1
2745,hat,2,0,0
2746,Next,1,0,0
2747,fed's,1,0,0
2748,meeting,1,0,0
2749,Any,0,0,1
2750,AMRN,0,0,1
2751,ratio,8,0,0
2752,management,1,0,0
2753,outstanding,1,0,0
2754,Major,1,0,0
2755,skin,1,0,0
2756,game,1,0,0
2757,attentive,0,0,1
2758,oving,0,0,1
2759,UPGRADE,1,0,0
2760,MS,1,0,0
2761,overweight,1,0,0
2762,Excellent,1,0,0
2763,cal,0,0,1
2764,oks,0,0,1
2765,retakes,1,0,0
2766,Tugs,4,0,0
2767,heartstrings,4,0,0
2768,⃣,0,0,16
2769,Bigest,0,0,8
2770,Losers,0,0,8
2771,highlight,0,0,3
2772,REAL,0,0,3
2773,pharma,0,0,3
2774,Payers,0,0,3
2775,Unusual,8,0,0
2776,Insiders,0,0,6
2777,Ford,0,0,6
2778,Motor,0,0,6
2779,fence,0,1,0
2780,dither,0,1,0
2781,Activity,4,0,0
2782,Rae,0,0,1
2783,Chipera,0,0,1
2784,placed,0,0,1
2785,Setups,0,0,8
2786,Realy,0,0,8
2787,targets,4,0,0
2788,Consensus,2,0,0
2789,Revenue,1,0,0
2790,Autocharts,4,0,0
2791,Bottom,0,0,5
2792,Losses,0,0,5
2793,outperforms,1,2,0
2794,CNBC,1,2,1
2795,column,1,2,0
2796,highlights,1,2,0
2797,provides,1,2,0
2798,favorable,1,2,0
2799,Citron,1,2,0
2800,quote,1,2,0
2801,OMG,1,0,1
2802,YAS,0,0,3
2803,UR,0,0,1
2804,COVER,0,0,1
2805,PILOWTALK,0,0,1
2806,IS,0,0,1
2807,PERF,0,0,1
2808,😍,0,0,3
2809,curious,4,0,0
2810,among,14,0,0
2811,step,1,0,0
2812,Hope,1,0,0
2813,unlock,1,0,0
2814,government,1,0,0
2815,job,2,0,0
2816,offers,1,0,0
2817,airlines,3,0,0
2818,battle,3,0,0
2819,Cuba,5,0,0
2820,routes,3,0,0
2821,Headed,1,0,0
2822,unforeseen,1,0,0
2823,safety,1,0,0
2824,issue,1,0,1
2825,rejected,0,0,1
2826,r,0,1,3
2827,g,0,1,3
2828,mins,0,0,1
2829,peachy,1,0,0
2830,prospects,1,0,0
2831,maker,1,0,0
2832,pips,6,0,0
2833,Visit,3,0,0
2834,dragging,0,0,1
2835,cuts,0,0,1
2836,sympathy,0,0,1
2837,Côte,1,0,0
2838,d'ivoire,1,0,0
2839,Vers,1,0,0
2840,une,1,0,0
2841,réforme,1,0,0
2842,de,3,0,4
2843,la,4,0,4
2844,Bad,0,0,2
2845,governance,0,0,2
2846,inst,2,1,0
2847,egregious,2,1,0
2848,debated,1,0,0
2849,fun,1,0,0
2850,Wondering,2,0,0
2851,bid,4,0,1
2852,beating,2,0,0
2853,Followed,3,0,0
2854,shared,3,0,0
2855,Sunday,1,0,0
2856,watchlist,1,0,0
2857,MON,2,0,0
2858,Break,4,0,0
2859,Adding,4,0,0
2860,Chevron,6,0,1
2861,DOW,1,0,0
2862,IF,4,0,0
2863,retake,4,0,0
2864,Internet,5,0,1
2865,Baird,3,0,0
2866,likes,1,0,0
2867,outperform,1,0,0
2868,lifts,1,0,0
2869,firm,1,0,0
2870,necessary,1,0,0
2871,qtrs,1,0,0
2872,system,1,0,0
2873,uses,4,0,2
2874,selfies,1,0,0
2875,blinking,1,0,0
2876,Mail,2,0,0
2877,mix,2,0,0
2878,Today's,0,0,5
2879,terribly,0,0,1
2880,original,2,0,0
2881,Fri's,2,0,0
2882,damned,2,0,0
2883,Evercore,1,0,0
2884,ISI,1,0,0
2885,Muken,1,0,0
2886,revised,1,0,0
2887,ICON,1,0,0
2888,Ilumina,1,0,0
2889,Metler-Toledo,1,0,0
2890,Notable,3,0,0
2891,liquid,3,0,0
2892,include,3,0,0
2893,skinny,1,0,0
2894,iPhone,5,0,2
2895,Galaxy,1,0,0
2896,succeeding,1,0,0
2897,dominated,1,0,0
2898,Morning,7,0,2
2899,trending,7,0,0
2900,Landed,1,0,0
2901,Biotech's,2,0,0
2902,wks,2,0,0
2903,flows,2,0,0
2904,graph,2,0,0
2905,Walgrens,1,0,0
2906,Boots,1,0,0
2907,Aliance,1,0,0
2908,warrants,1,0,0
2909,AmerisourceBergen,1,0,0
2910,laughing,1,0,0
2911,logistic,1,0,0
2912,provider,2,0,0
2913,ambitions,2,0,0
2914,fool,1,0,0
2915,Agree,0,0,1
2916,peg,0,0,1
2917,historical,0,0,1
2918,PE,0,0,1
2919,Recall,0,0,1
2920,Reliability,0,0,1
2921,LVMH,2,0,0
2922,affordable,2,0,0
2923,helped,2,0,0
2924,duty-free,2,0,0
2925,mainstream,2,0,0
2926,shoppers,2,0,0
2927,Booze,2,0,0
2928,beauty,2,0,0
2929,Trying,1,0,0
2930,faces,2,0,0
2931,different,2,0,0
2932,Leading,9,0,0
2933,SUVs,0,0,2
2934,seat,0,0,1
2935,recalling,0,0,2
2936,cars,1,0,2
2937,cup,1,0,0
2938,Where,0,0,1
2939,realizing,0,0,1
2940,SnR,0,0,1
2941,problem,0,0,1
2942,newsfeds,0,0,1
2943,believe,2,0,0
2944,realistic,2,0,0
2945,FINAL,2,0,1
2946,TRADES,2,0,1
2947,Pete,2,0,1
2948,Najarian,2,0,1
2949,—,8,0,4
2950,Brian,2,0,1
2951,Kelly,2,0,1
2952,Karen,2,0,1
2953,Finerman,2,0,1
2954,Guy,2,0,1
2955,Adami,2,0,1
2956,thk,1,0,0
2957,failure,1,0,0
2958,cos,1,0,0
2959,forgetting,1,0,0
2960,caution,0,0,2
2961,Jason,0,0,1
2962,pass,0,0,2
2963,nt,0,0,1
2964,focus,0,0,1
2965,ES,0,0,1
2966,CL,0,0,1
2967,recalls,0,0,2
2968,dropping,0,0,2
2969,Recal,1,0,0
2970,financial,1,0,0
2971,results,2,0,1
2972,Excel,1,0,0
2973,nonGAP,1,0,0
2974,spreadsheet,1,0,0
2975,Imperial,1,0,0
2976,Economist,1,0,0
2977,b,1,0,0
2978,o,1,0,0
2979,shipments,1,0,3
2980,forecasts,1,0,0
2981,MarketWatch,1,0,0
2982,Stockwhisperer,3,0,0
2983,sharp,2,0,0
2984,equities,2,0,0
2985,hammered,2,0,0
2986,Gogle's,2,0,3
2987,Amazon's,2,0,2
2988,Alerts,2,0,0
2989,InvestorsObserver,2,0,0
2990,los,7,0,0
2991,picking,2,0,0
2992,railroad,2,0,0
2993,retirement,2,0,0
2994,act,2,0,0
2995,example,1,0,0
2996,GLB,1,0,0
2997,Interest,1,0,0
2998,Heats,1,0,0
2999,Journal,1,0,0
3000,Apparently,1,0,0
3001,Intel,2,0,0
3002,women,1,0,0
3003,paid,1,0,0
3004,men,1,0,0
3005,concept,2,0,0
3006,Gender,1,0,0
3007,Parity,1,0,0
3008,Lead,2,0,0
3009,details,2,0,0
3010,TUES,2,0,0
3011,Court,1,0,0
3012,tells,1,0,0
3013,states,1,0,0
3014,alone,1,0,0
3015,gate,1,0,0
3016,Break-out,1,0,0
3017,DMA,1,0,0
3018,upper,1,0,1
3019,Nr,1,0,0
3020,obj,1,0,0
3021,Cachet,1,0,0
3022,Financial,1,0,0
3023,Solutions,1,0,0
3024,Surging,1,0,0
3025,Forward,1,0,0
3026,hourly,1,0,0
3027,currently,1,0,0
3028,Isolationism,0,0,2
3029,Rating,1,2,2
3030,IWM,0,0,2
3031,Several,0,0,2
3032,Companies,1,0,2
3033,streets,3,0,0
3034,reiterates,3,0,0
3035,okay,2,0,1
3036,gamble,2,0,0
3037,tad,0,0,1
3038,overreaction,0,0,1
3039,Deutsche,0,0,2
3040,Bank,0,0,2
3041,reduced,0,0,1
3042,Five,3,0,0
3043,Helped,3,0,0
3044,Starboard,3,0,0
3045,Value,3,0,0
3046,Return,3,0,0
3047,Mark,2,0,0
3048,Zuckerberg,1,0,0
3049,عوائد,1,0,0
3050,فيسبوك,1,0,0
3051,التاريخية,1,0,0
3052,والمتوقعة,1,0,0
3053,حتى,1,0,0
3054,peaks,1,0,0
3055,short-term,1,0,1
3056,perspective,1,0,0
3057,sliding,1,0,0
3058,grabbed,1,0,0
3059,tme,1,0,0
3060,grow,1,0,0
3061,sexy,1,0,0
3062,gone,1,0,0
3063,Whole,1,0,2
3064,Foods,0,0,1
3065,vote,0,0,1
3066,activist,0,0,1
3067,initiatives,0,0,1
3068,fan,1,0,0
3069,Gogle,2,0,0
3070,Alphabet,5,0,0
3071,TripAdvisor,1,0,0
3072,jumps,1,0,0
3073,M,2,0,0
3074,A,2,0,0
3075,Confirmed,1,0,0
3076,Wm,1,0,0
3077,R,1,0,0
3078,Upturn,1,0,0
3079,Dow,2,0,1
3080,Nike,2,0,1
3081,IBM,4,0,1
3082,borrow,0,0,2
3083,avail,0,0,2
3084,Guys,1,0,0
3085,MJN,1,0,0
3086,deals,2,0,0
3087,visit,2,0,0
3088,foods,1,0,1
3089,wise,1,0,1
3090,compete,1,0,1
3091,Kroger,1,0,1
3092,Akamai,1,0,0
3093,Onetime,1,0,0
3094,Zombie,1,0,0
3095,Aple's,1,0,1
3096,SE,2,0,1
3097,Doing,1,0,0
3098,Than,1,0,0
3099,Expected,1,0,0
3100,BIG,1,0,0
3101,number,1,0,0
3102,brands,1,0,0
3103,tasty,1,0,0
3104,slight,1,0,0
3105,gren,1,0,0
3106,Pivotal,2,0,0
3107,service,1,0,0
3108,platforms,1,0,0
3109,goo,1,0,0
3110,Our,1,0,0
3111,pushing,1,0,0
3112,Longs,6,0,0
3113,Supermarket,1,0,0
3114,Tesco,3,0,0
3115,Plans,1,0,0
3116,Axe,1,0,0
3117,Non-core,1,0,0
3118,UK,1,0,0
3119,Assets,1,0,0
3120,ITM,1,0,0
3121,popping,1,0,0
3122,cusp,1,0,0
3123,bolinger,1,0,0
3124,sitting,1,0,0
3125,EMA,1,0,0
3126,Liberty,1,0,0
3127,Global,1,0,0
3128,Cable,1,0,0
3129,broadband,1,0,0
3130,Mid-single,1,0,0
3131,EBITDA,1,0,0
3132,FCF,2,0,0
3133,buybacks,1,0,0
3134,dumped,0,0,1
3135,burn,1,0,0
3136,Commented,4,2,0
3137,ParkerVision,4,0,0
3138,An,4,0,0
3139,Aggressive,4,0,0
3140,ripping,1,0,0
3141,detector,1,0,0
3142,autonomous,1,0,0
3143,theme,2,0,0
3144,vogue,2,0,0
3145,sued,0,0,1
3146,FTC,0,0,1
3147,obody,0,0,1
3148,heads,0,0,1
3149,LargeCap,1,0,0
3150,Growth,1,0,0
3151,fundholders,1,0,0
3152,salon,1,0,0
3153,Mulls,1,0,0
3154,Sale,2,0,0
3155,Venture,1,0,0
3156,sources,1,0,1
3157,cited,0,0,1
3158,talks,0,0,1
3159,including,0,0,1
3160,Verizon,1,0,1
3161,CBS,0,0,1
3162,InterActiveCorp,0,0,1
3163,high-flyers,0,0,2
3164,decision,0,0,1
3165,robot,0,0,1
3166,exposes,0,0,1
3167,pains,0,0,1
3168,Have,5,0,0
3169,Adobe,2,0,0
3170,Analyst,2,0,0
3171,Alcoa,0,0,2
3172,Kicks,0,0,2
3173,Quarter,0,0,2
3174,Cautious,0,0,2
3175,Yaho's,1,0,0
3176,bidder,1,0,0
3177,gaining,0,0,2
3178,fees,1,0,1
3179,Qualcom,1,0,1
3180,Increase,1,0,0
3181,Rewards,1,0,0
3182,Patient,1,0,0
3183,Investors,1,0,0
3184,Future,1,0,0
3185,Bright,1,0,0
3186,Regeneron,1,0,0
3187,Pharma,1,0,0
3188,Intelia,1,0,0
3189,Thera,1,0,0
3190,announce,1,0,0
3191,licensing,1,0,0
3192,agreement,1,0,0
3193,advance,1,0,0
3194,Crispr,1,0,0
3195,Cas,1,0,0
3196,gene-editing,1,0,0
3197,HOT,1,0,0
3198,Starbucks,1,0,4
3199,program,0,0,2
3200,Neither,0,0,1
3201,Forget,1,0,0
3202,drone,1,0,0
3203,delivery,1,0,0
3204,signed,1,0,0
3205,lease,1,0,0
3206,cargo,1,0,0
3207,planes,1,0,0
3208,figure,1,0,0
3209,build,1,0,0
3210,Tsla,1,0,0
3211,Quietly,1,0,0
3212,become,1,0,0
3213,platform,1,0,0
3214,Electronic,1,0,0
3215,Arts,1,0,0
3216,attracts,1,0,0
3217,fizzles,1,0,0
3218,Timber,0,0,1
3219,hires,1,0,0
3220,former,1,0,0
3221,executive,1,0,0
3222,George,1,0,0
3223,Stathakopoulos,1,0,0
3224,corporate,1,0,0
3225,security,1,0,0
3226,Reuters,1,0,0
3227,slipping,0,0,1
3228,They,0,0,1
3229,telling,0,0,1
3230,consumers,0,0,1
3231,giving,0,0,1
3232,customers,0,0,1
3233,Drugs,1,0,0
3234,Biotech,1,0,0
3235,Perky,1,0,0
3236,Israel,0,0,2
3237,taxes,0,0,2
3238,co,1,0,2
3239,holdings,3,0,0
3240,Schizo,0,0,3
3241,video,0,0,3
3242,Disclaimer,0,0,3
3243,Services,1,0,1
3244,cable,1,0,0
3245,shine,1,0,2
3246,words,1,0,2
3247,Locked,0,0,1
3248,B,1,0,0
3249,O,1,0,0
3250,Upgrades,1,0,0
3251,Motors,2,0,1
3252,evader,0,0,1
3253,married,0,0,1
3254,heart,0,0,1
3255,leftie,0,0,1
3256,shit,0,0,1
3257,secure,0,0,1
3258,thought,0,0,1
3259,Costco,1,0,1
3260,stellar,0,0,1
3261,Weeks,1,0,0
3262,Harvoni,1,0,0
3263,Vedroprevir,1,0,0
3264,Cures,1,0,0
3265,Hard-to-Treat,1,0,0
3266,members,1,0,0
3267,a,1,0,0
3268,Mariot,3,0,0
3269,tremendous,2,0,0
3270,nao,0,0,1
3271,preciso,0,0,1
3272,escola,0,0,1
3273,meu,0,0,1
3274,amor,0,0,1
3275,eu,0,0,1
3276,tenho,0,0,1
3277,beleza,0,0,1
3278,significant,1,0,0
3279,tsla,1,0,0
3280,screnshot,1,0,0
3281,vrx,1,0,0
3282,Espero,1,0,1
3283,que,2,0,2
3284,siga,1,0,1
3285,retención,1,0,1
3286,ganas,1,0,1
3287,ir,1,0,1
3288,cole,1,0,1
3289,son,1,0,1
3290,wins,2,0,0
3291,->,1,0,0
3292,master,1,0,0
3293,conquer,1,0,0
3294,mobile,2,0,0
3295,turned,1,0,0
3296,fortunes,1,0,0
3297,WRT,1,0,0
3298,astonishing,1,0,0
3299,Period,1,0,0
3300,pussy,1,0,0
3301,taste,1,0,0
3302,nigga,1,0,0
3303,Indices,0,0,2
3304,rallying,0,0,2
3305,underperforming,0,0,2
3306,Instagram,1,0,0
3307,WhatsAp,1,0,0
3308,Oculus,1,0,0
3309,Rift,1,0,0
3310,Keep,1,0,0
3311,Faceboks,1,0,0
3312,Long-Term,1,0,0
3313,Robust,1,0,0
3314,chapter,1,0,0
3315,model,1,0,2
3316,strongest,1,0,0
3317,revisions,1,0,0
3318,bottomed,1,0,0
3319,–,1,0,0
3320,Infection,0,0,1
3321,worries,0,0,1
3322,prompt,0,0,1
3323,regulatory,0,0,1
3324,reviews,0,0,1
3325,leukaemia,0,0,1
3326,intraday,0,0,1
3327,reversals,0,0,1
3328,Shorts,0,0,1
3329,Premier,1,0,0
3330,Retail,1,0,0
3331,GG,0,0,3
3332,quarterly,0,0,3
3333,dethrones,0,0,3
3334,decade,0,0,3
3335,Corporation,1,0,0
3336,Pushing,1,0,0
3337,Channel,1,0,0
3338,Development,1,0,0
3339,mktcap,1,0,1
3340,size,1,0,1
3341,ight,1,0,1
3342,content,1,0,1
3343,Seeing,0,0,1
3344,Competition,0,0,1
3345,Gigabit,0,0,1
3346,TOP,3,0,0
3347,STOCK,3,0,0
3348,PICKS,3,0,0
3349,FOR,3,0,0
3350,TUESDAY,3,0,0
3351,Anglo,0,0,1
3352,doomed,0,0,1
3353,pienso,0,0,1
3354,tirar,0,0,1
3355,NetAp,0,0,1
3356,Macquarie,0,0,1
3357,underperform,0,0,1
3358,spend,0,0,1
3359,Web,0,0,1
3360,Slims,0,0,1
3361,lobby,0,0,1
3362,Garland,0,0,1
3363,Nobody,1,0,0
3364,recommending,1,0,0
3365,sale,1,0,0
3366,Whisper,1,0,0
3367,BMW,2,0,0
3368,entering,2,0,0
3369,ride-share,2,0,0
3370,Notice,0,0,1
3371,Movie,0,0,1
3372,Sumer,0,0,1
3373,portrait,0,0,1
3374,EDGE,0,0,1
3375,INOCENCE,0,0,1
3376,htps,0,0,1
3377,:/,0,0,1
3378,dipping,1,0,0
3379,testing,1,0,0
3380,ma,1,0,0
3381,slowing,0,0,1
3382,timely,0,0,1
3383,coincident,0,0,1
3384,indicator,0,0,1
3385,bidding,1,0,0
3386,war,1,0,0
3387,Retracement,0,0,1
3388,Trendline,0,0,1
3389,Analysts,1,0,1
3390,impressed,1,0,0
3391,Tesla's,2,0,0
3392,flagship,1,0,0
3393,factory,1,0,0
3394,spent,1,0,0
3395,surprise,1,0,0
3396,Few,1,0,0
3397,dump,0,0,1
3398,Impressive,1,0,0
3399,Oracle,1,0,0
