,Word,num_occurrences
3328,planets,31
3329,plankton,19
3330,planned,46
3331,planning,57
3332,plans,33
3333,plant,2492
3334,planted,83
3335,planting,16
3336,plantlike,7
3337,plants,1526
3338,plasma,64
3339,plastic,168
3340,plastics,29
3341,plate,263
3342,plateau,44
3343,plates,96
3344,play,363
3345,player,355
3346,plays,306
3347,plentiful,4
3348,plenty,9
3349,plugged,4
3350,pluto,19
3351,pm,18
3352,pneumatic,22
3353,pockets,12
3354,point,902
3355,pointed,186
3356,pointing,20
3357,points,223
3358,poison,101
3359,poisonous,395
3360,polar,45
3361,pole,161
3362,poles,36
3363,polished,25
3364,pollen,47
3365,pollinate,0
3366,pollinated,5
3367,pollinating,2
3368,pollination,3
3369,pollinators,5
3370,pollock,10
3371,pollutants,5
3372,polluted,3
3373,pollution,36
3374,polymerase,4
3375,polysaccharide,5
3376,pond,39
3377,ponds,38
3378,pool,69
3379,pools,5
3380,poor,99
3381,pop,36
3382,popcorn,5
3383,popped,0
3384,popular,291
3385,population,102
3386,populations,14
3387,porcelain,16
3388,porous,29
3389,portion,88
3390,position,666
3391,positions,61
3392,positive,121
3393,positively,10
3394,positivelycharged,0
3395,possibility,30
3396,possible,150
3397,post,159
3398,poster,19
3399,pot,84
3400,potassium,117
3401,potential,104
3402,pots,7
3403,potted,0
3404,pounded,9
3405,pour,2
3406,poured,12
3407,pouring,20
3408,pours,0
3409,powder,212
3410,powdered,54
3411,powdery,27
3412,power,715
3413,powered,55
3414,practical,90
3415,practice,225
3416,practices,136
3417,prairie,107
3418,precaution,8
3419,precious,53
3420,precipitates,0
3421,precipitation,37
3422,precise,14
3423,precisely,1
3424,predation,2
3425,predator,7
3426,predatorprey,0
3427,predators,7
3428,predict,10
3429,predictable,9
3430,predicted,21
3431,predicting,6
3432,prediction,17
3433,predictions,10
3434,preexisting,6
3435,preference,12
3436,preferred,31
3437,prepare,14
3438,prepared,144
3439,preparing,68
3440,presence,195
3441,present,234
3442,presentation,46
3443,presented,52
3444,presents,29
3445,preserved,54
3446,press,108
3447,pressed,32
3448,pressure,449
3449,pressures,18
3450,prettiest,0
3451,pretty,13
3452,prevailing,24
3453,prevalence,4
3454,prevent,213
3455,prevents,106
3456,previous,45
3457,prey,67
3458,preyed,1
3459,price,212
3460,prickly,171
3461,primarily,215
3462,primary,137
3463,primitive,237
3464,principal,157
3465,principle,220
3466,prism,21
3467,private,156
3468,probability,50
3469,probably,48
3470,probe,9
3471,problem,96
3472,problems,78
3473,procedure,165
3474,procedures,54
3475,process,931
3476,processes,127
3477,processor,13
3478,produce,286
3479,produced,608
3480,producer,32
3481,producers,5
3482,produces,255
3483,producing,205
3484,product,285
3485,production,246
3486,productive,20
3487,productivity,15
3488,products,143
3489,professional,166
3490,program,352
3491,progress,84
3492,project,45
3493,prokaryote,2
3494,prokaryotic,9
3495,proof,58
3496,propane,7
3497,proper,40
3498,properly,18
3499,properties,197
3500,property,967
3501,prophase,11
3502,proposed,95
3503,proposes,6
3504,protect,185
3505,protected,39
3506,protection,92
3507,protective,169
3508,protectors,0
3509,protects,103
3510,protein,163
3511,proteins,71
3512,protist,1
3513,protists,3
3514,proton,13
3515,protons,22
3516,prototype,5
3517,prove,5
3518,proven,5
3519,proves,0
3520,provide,177
3521,provided,137
3522,provides,405
3523,providing,161
3524,proximity,9
3525,pseudopodia,0
3526,public,660
3527,publish,2
3528,published,87
3529,puddle,6
3530,puffy,7
3531,pull,44
3532,pulled,68
3533,pulling,68
3534,pulls,20
3535,pumice,4
3536,pumping,4
3537,pumpkin,19
3538,pumps,10
3539,pupa,3
3540,puppies,2
3541,puppy,9
3542,purchase,66
3543,pure,77
3544,purification,13
3545,purple,810
3546,purpose,230
3547,purposes,140
3548,push,44
3549,pushed,35
3550,pushes,9
3551,pushing,14
3552,put,121
3553,puts,50
3554,putting,115
3555,puzzle,20
3556,q,14
3557,quality,1399
3558,quantity,367
3559,quarried,0
3560,quarry,14
3561,question,74
3562,questions,46
3563,quick,81
3564,quickgrow,0
3565,quickly,36
3566,quiet,50
3567,quietest,0
3568,r,39
3569,rabbit,78
3570,raccoon,21
3571,race,268
3572,radar,53
3573,radiant,37
3574,radiates,5
3575,radiation,311
3576,radiator,14
3577,radio,253
3578,radioactive,210
3579,railroad,117
3580,rain,109
3581,rained,0
3582,rainfall,15
3583,rainforest,1
3584,raining,0
3585,rains,5
3586,rainstorms,0
3587,rainwater,11
3588,rainy,17
3589,raise,62
3590,raising,62
3591,raisins,29
3592,ramp,5
3593,ran,10
3594,ranches,1
3595,random,75
3596,range,353
3597,ranges,38
3598,ranked,6
3599,rapid,215
3600,rapidly,123
3601,rare,194
3602,rarely,9
3603,rate,300
3604,rates,37
3605,rather,257
3606,ratios,1
3607,rats,60
3608,rattlesnake,45
3609,ravi,1
3610,raw,123
3611,rays,226
3612,reach,58
3613,reached,48
3614,reaches,36
3615,reaching,37
3616,react,11
3617,reactant,2
3618,reactants,0
3619,reacted,0
3620,reacting,8
3621,reaction,303
3622,reactions,90
3623,reactive,11
3624,read,78
3625,readily,42
3626,reading,81
3627,reads,23
3628,ready,49
3629,realize,1
3630,realizes,0
3631,really,18
3632,rear,105
3633,reason,86
3634,receded,5
3635,receive,78
3636,received,100
3637,receives,113
3638,receiving,41
3639,recent,48
3640,recently,42
3641,recessive,31
3642,recharging,2
3643,recipe,1
3644,reclassified,3
3645,recognize,42
3646,recognizing,12
3647,recombination,4
3648,recommended,9
3649,record,210
3650,recorded,67
3651,recording,143
3652,records,85
3653,recover,8
3654,recovered,21
3655,recreational,24
3656,recrystallization,0
3657,recrystallized,0
3658,rectangular,93
3659,recycle,0
3660,recycled,1
3661,recycling,4
3662,red,1808
3663,reduce,112
3664,reduced,119
3665,reduces,60
3666,reducing,80
3667,reduction,69
3668,reef,30
3669,reefbuilding,1
3670,reefs,20
3671,reevaluate,0
3672,referring,20
3673,reflect,16
3674,reflected,49
3675,reflecting,26
3676,reflective,7
3677,reflects,25
3678,refract,0
3679,refracted,4
3680,refracting,8
3681,refracts,0
3682,refrigerant,10
3683,refrigerate,0
3684,refrigerator,19
3685,region,718
3686,regional,32
3687,regions,727
3688,regulated,18
3689,regulates,33
3690,regulation,42
3691,reintroduced,2
3692,reintroduction,2
3693,rejected,31
3694,rejection,36
3695,related,534
3696,relatedness,9
3697,relating,29
3698,relation,331
3699,relationship,96
3700,relationships,32
3701,relative,193
3702,release,134
3703,released,74
3704,releases,26
3705,releasing,45
3706,reliability,10
3707,reliable,18
3708,relieve,67
3709,remain,32
3710,remained,16
3711,remaining,50
3712,remains,85
3713,remember,20
3714,remixed,0
3715,removal,156
3716,remove,67
3717,removed,109
3718,removes,42
3719,removing,96
3720,renewable,5
3721,renewal,11
3722,repair,48
3723,repare,0
3724,repeat,6
3725,repeated,86
3726,repeating,38
3727,repeats,13
3728,repel,12
3729,repels,5
3730,repetition,53
3731,replace,43
3732,replaced,56
3733,replaces,15
3734,replacing,23
3735,replanting,2
3736,replenished,2
3737,replication,15
3738,report,58
3739,reporter,6
3740,reporting,12
3741,reports,42
3742,represent,72
3743,representation,179
3744,represented,91
3745,representing,118
3746,represents,55
3747,reproduce,41
3748,reproduces,13
3749,reproduction,91
3750,reproductive,90
3751,reptile,71
3752,reptiles,94
3753,require,28
3754,required,155
3755,requirement,23
3756,requirements,18
3757,requires,32
3758,research,248
3759,researched,0
3760,researcher,4
3761,researchers,0
3762,researches,0
3763,reserves,25
3764,residents,12
3765,resist,28
3766,resistance,173
3767,resistant,63
3768,resistor,12
3769,resource,25
3770,resources,91
3771,respect,133
3772,respiration,59
3773,respiratory,136
3774,respond,37
3775,responding,1
3776,response,194
3777,responses,23
3778,responsible,377
3779,rest,128
3780,restaurants,16
3781,restrict,7
3782,result,241
3783,resulted,30
3784,resulting,611
3785,results,228
3786,retail,48
3787,retain,33
3788,retired,28
3789,retreating,2
3790,return,201
3791,returned,41
3792,returns,26
3793,reusable,5
3794,reused,0
3795,revealed,18
3796,reverse,79
3797,review,36
3798,reviewed,1
3799,revised,13
3800,revising,7
3801,revisions,1
3802,revolution,226
3803,revolve,10
3804,revolves,13
3805,revolving,36
3806,ribbon,45
3807,ribosomes,0
3808,ricardo,3
3809,rice,125
3810,rich,183
3811,rid,22
3812,ride,34
3813,rider,32
3814,riders,16
3815,ridge,82
3816,riding,91
3817,rift,21
3818,right,611
3819,rigid,79
3820,rigs,1
3821,rim,34
3822,ring,214
3823,rings,68
3824,ripening,3
3825,rise,87
3826,rises,132
3827,rising,77
3828,risk,63
3829,risky,5
3830,river,1486
3831,riverbanks,3
3832,riverbed,3
3833,rivers,88
3834,rna,83
3835,road,171
3836,roads,35
3837,roadside,19
3838,roasts,1
3839,robert,148
3840,roberta,0
3841,robins,14
3842,robots,3
3843,rock,415
3844,rockforming,0
3845,rocks,129
3846,rocky,181
3847,rod,111
3848,rodents,66
3849,role,150
3850,roles,60
3851,roll,143
3852,rolled,62
3853,roller,44
3854,rolling,46
3855,rolls,22
3856,roof,157
3857,roofing,15
3858,room,394
3859,root,379
3860,roots,425
3861,rope,203
3862,rossby,0
3863,rotate,35
3864,rotates,64
3865,rotation,75
3866,rotational,5
3867,rotting,11
3868,rough,110
3869,round,347
3870,routes,7
3871,row,91
3872,rowers,2
3873,rowing,17
3874,rows,32
3875,roy,7
3876,rr,0
3877,rub,4
3878,rubbed,5
3879,rubber,178
3880,rubbing,20
3881,rubs,1
3882,rule,185
3883,ruler,91
3884,run,175
3885,running,164
3886,runoff,10
3887,runs,100
3888,runway,12
3889,rust,66
3890,rusting,5
3891,rusts,15
3892,rusty,18
3893,sacrificed,4
3894,safe,32
3895,safely,25
3896,safer,3
3897,safest,1
3898,safety,96
3899,sag,1
3900,sage,75
3901,sagebrush,19
3902,sailboat,10
3903,sailboats,4
3904,sale,162
3905,salinity,2
3906,saliva,37
3907,sally,6
3908,salmon,129
3909,salt,365
3910,saltremoving,0
3911,saltwater,27
3912,salty,23
3913,sam,9
3914,sample,49
3915,samples,18
3916,sand,242
3917,sandbars,0
3918,sandy,82
3919,sanitation,7
3920,sank,0
3921,sap,91
3922,saprophytism,0
3923,satellite,51
3924,satisfy,20
3925,saturation,12
3926,saturn,16
3927,saved,34
3928,saves,5
3929,saw,103
3930,says,10
3931,scale,304
3932,scales,140
3933,scar,27
3934,scared,0
3935,scars,10
3936,scatter,5
3937,scattered,32
3938,scatterplot,0
3939,scavengers,0
3940,scents,7
3941,school,456
3942,schools,41
3943,schoolyard,1
3944,science,527
3945,scientific,137
3946,scientifically,3
3947,scientist,65
3948,scientists,19
3949,scissors,13
3950,scorpio,8
3951,scott,36
3952,scraping,14
3953,scratch,27
3954,scratches,4
3955,screen,146
3956,screens,6
3957,screws,9
3958,sea,1211
3959,seafloor,0
3960,seal,99
3961,sealed,37
3962,seals,33
3963,sean,1
3964,search,90
3965,seas,114
3966,seashell,3
3967,seashells,0
3968,seashore,15
3969,seaside,20
3970,season,90
3971,seasonal,13
3972,seasons,15
3973,seawater,4
3974,second,493
3975,secondary,85
3976,secondlevel,0
3977,seconds,22
3978,sections,65
3979,security,228
3980,sediment,23
3981,sedimentary,19
3982,sedimentation,5
3983,sediments,2
3984,see,109
3985,seed,352
3986,seedless,14
3987,seedlings,11
3988,seeds,577
3989,seeing,25
3990,seem,21
3991,seen,102
3992,sees,5
3993,segments,33
3994,select,17
3995,selected,47
3996,selection,29
3997,selective,13
3998,selenium,9
3999,sell,51
4000,semaphore,2
4001,semiaquatic,43
4002,semiarid,15
4003,semiliquid,3
4004,send,21
4005,sending,27
4006,sends,21
4007,senses,49
4008,sentence,113
4009,separate,215
4010,separated,94
4011,separates,51
4012,separating,57
4013,separation,83
4014,september,44
4015,sequence,158
4016,sequoia,17
4017,series,504
4018,serve,111
4019,service,478
4020,serving,237
4021,set,637
4022,sets,86
4023,setting,89
4024,settle,30
4025,settles,12
4026,settling,7
4027,setup,3
4028,several,1215
4029,severe,251
4030,severity,12
4031,sex,231
4032,sexual,462
4033,sexually,46
4034,shade,140
4035,shadetolerant,0
4036,shadow,24
4037,shake,11
4038,shakes,0
4039,shallow,118
4040,shallower,1
4041,shallowrooted,0
4042,shape,434
4043,shaped,203
4044,shapes,39
4045,share,74
4046,shared,45
4047,sharp,255
4048,sharpened,6
4049,shatter,1
4050,shatters,0
4051,shed,34
4052,shedding,33
4053,sheep,248
4054,sheet,124
4055,sheets,55
4056,shellfish,13
4057,shells,78
4058,shelter,95
4059,shelves,11
4060,shield,57
4061,shielding,4
4062,shifting,10
4063,shine,7
4064,shines,5
4065,shingles,21
4066,shining,67
4067,shiny,133
4068,ship,410
4069,shipping,40
4070,ships,195
4071,shirt,41
4072,shoe,129
4073,shop,140
4074,shopping,30
4075,shore,84
4076,shoreline,8
4077,short,884
4078,shortage,13
4079,shortened,19
4080,shortens,8
4081,shorter,53
4082,shortest,12
4083,shortlived,28
4084,shortterm,15
4085,show,204
4086,showed,10
4087,shower,39
4088,showing,124
4089,shown,36
4090,shows,83
4091,shredding,5
4092,shrubs,1062
4093,shuttle,11
4094,si,21
4095,sickle,13
4096,side,727
4097,sides,228
4098,sidewalk,8
4099,sierra,56
4100,sight,70
4101,sign,205
4102,signal,200
4103,signals,162
4104,significance,36
4105,significant,35
4106,significantly,4
4107,silence,15
4108,silt,11
4109,silver,216
4110,similar,680
4111,similarity,24
4112,similarly,10
4113,simple,210
4114,simpler,24
4115,since,102
4116,single,468
4117,singlecelled,8
4118,sink,24
4119,sinking,20
4120,sirna,0
4121,sister,54
4122,sisters,15
4123,sit,63
4124,site,301
4125,sites,39
4126,sitting,51
4127,situation,235
4128,six,154
4129,size,268
4130,sized,8
4131,sizes,9
4132,skateboarding,1
4133,skates,20
4134,skeletal,73
4135,skills,39
4136,skin,880
4137,sky,94
4138,sled,24
4139,sledgehammer,1
4140,sleek,4
4141,sleep,128
4142,sleeping,77
4143,slices,14
4144,slide,53
4145,slides,13
4146,sliding,40
4147,slight,71
4148,slippery,23
4149,sloths,12
4150,slow,121
4151,slowed,2
4152,slower,7
4153,slowest,0
4154,slowing,15
4155,slowly,45
4156,slowmoving,10
4157,slows,18
4158,small,6129
4159,smaller,235
4160,smallest,76
4161,smell,60
4162,smelling,17
4163,smells,14
4164,smog,4
4165,smogfilled,0
4166,smoke,95
4167,smoking,41
4168,smooth,294
4169,smoother,5
4170,snack,10
4171,snake,282
4172,snakes,157
4173,sneezing,9
4174,snow,110
4175,snowcovered,4
4176,snowfall,5
4177,snowflakes,1
4178,snowstorm,1
4179,snuff,11
4180,soak,5
4181,soaked,14
4182,soap,102
4183,soar,1
4184,social,606
4185,society,200
4186,soda,68
4187,sodium,170
4188,soft,569
4189,softball,6
4190,softbodied,20
4191,softest,0
4192,soil,322
4193,soils,39
4194,solar,133
4195,solarpowered,0
4196,sold,170
4197,solid,260
4198,solidifies,1
4199,solids,18
4200,soluble,54
4201,solute,13
4202,solution,239
4203,solutions,43
4204,solve,28
4205,solved,2
4206,solvent,77
4207,solving,28
4208,somatic,34
4209,someone,2985
4210,something,3323
4211,sometimes,1364
4212,somewhat,142
4213,son,302
4214,soon,25
4215,sort,15
4216,sound,658
4217,soup,94
4218,source,731
4219,sources,60
4220,south,1897
4221,southeast,191
4222,southern,1644
4223,southward,65
4224,southwest,116
4225,soybeans,6
4226,space,423
4227,spacecraft,45
4228,spaces,29
4229,span,17
4230,sparrows,9
4231,special,280
4232,specialized,74
4233,species,637
4234,specific,316
4235,specifically,9
4236,specimen,25
4237,speed,163
4238,speeding,3
4239,speedometer,4
4240,speeds,25
4241,spend,9
4242,sperm,54
4243,spheres,2
4244,spherical,67
4245,spider,79
4246,spiders,53
4247,spill,5
4248,spills,2
4249,spin,50
4250,spinal,191
4251,spines,99
4252,spiraling,11
4253,split,106
4254,splits,30
4255,spoil,3
4256,spores,131
4257,sports,175
4258,sprayed,11
4259,spraying,4
4260,spread,189
4261,spreading,225
4262,spreads,42
4263,spring,177
4264,springtime,1
4265,sprinklers,0
4266,sprout,8
4267,sq,3
4268,square,238
4269,squeezing,11
4270,squinting,1
4271,squirrel,104
4272,squirrels,32
4273,ss,12
4274,st,363
4275,stability,26
4276,stabilize,11
4277,stabilizes,0
4278,stable,83
4279,stack,14
4280,stage,293
4281,stages,73
4282,stained,20
4283,stand,91
4284,standardized,17
4285,standing,80
4286,star,284
4287,starches,7
4288,starling,10
4289,starlings,12
4290,stars,100
4291,start,108
4292,started,18
4293,starting,80
4294,starts,29
4295,state,2396
4296,stated,43
4297,statement,192
4298,statements,36
4299,states,7134
4300,static,28
4301,station,146
4302,stations,13
4303,statistical,56
4304,statue,25
4305,stay,33
4306,staying,12
4307,stays,10
4308,steadily,3
4309,steam,103
4310,steel,274
4311,steep,55
4312,steepness,1
4313,steering,37
4314,steller,4
4315,stem,222
4316,stems,601
4317,step,72
4318,stepping,5
4319,steps,82
4320,sterile,32
4321,stick,145
4322,sticks,26
4323,stiff,189
4324,still,95
4325,stilt,24
4326,stimulate,43
4327,stimulates,69
4328,stimuli,38
4329,stimulus,112
4330,stirred,0
4331,stirring,15
4332,stitching,13
4333,stock,410
4334,stomach,184
4335,stone,286
4336,stop,127
4337,stopped,32
4338,stops,57
4339,stopwatch,1
4340,storage,178
4341,store,154
4342,stored,147
4343,stores,26
4344,storing,89
4345,storm,74
4346,stormy,9
4347,story,134
4348,stove,27
4349,stow,0
4350,straight,187
4351,strand,24
4352,straw,46
4353,streak,13
4354,streaks,6
4355,stream,127
4356,streams,85
4357,street,239
4358,streets,52
4359,strength,157
4360,strengthened,7
4361,strengthens,15
4362,stress,133
4363,stretched,46
4364,strike,76
4365,strikes,21
4366,strikeslip,1
4367,striking,40
4368,string,88
4369,stripped,7
4370,stripping,10
4371,strokes,23
4372,strong,592
4373,stronger,24
4374,strongest,4
4375,struck,34
4376,structural,65
4377,structure,629
4378,structures,120
4379,student,133
4380,students,120
4381,studied,105
4382,studies,300
4383,study,394
4384,studying,23
4385,sturgeon,10
4386,sturgeons,4
4387,style,286
4388,subatomic,20
4389,subdivide,38
4390,subduct,0
4391,subduction,1
4392,subject,219
4393,subjected,15
4394,submarines,5
4395,submerged,55
4396,substance,698
4397,substances,185
4398,subsystems,0
4399,subunits,0
4400,successfully,32
4401,succession,66
4402,sudden,267
4403,sufficient,43
4404,sugar,380
4405,sugarcane,14
4406,sugars,15
4407,suggest,13
4408,suggested,19
4409,suggests,6
4410,suited,11
4411,sulfide,37
4412,sulfur,48
4413,summarizing,10
4414,summer,125
4415,summers,3
4416,sun,351
4417,sunflower,41
4418,sunflowers,9
4419,sunglass,2
4420,sunglasses,3
4421,sunken,10
4422,sunlight,24
4423,sunny,5
4424,sunrise,20
4425,suns,14
4426,sunset,27
4427,sunshine,16
4428,sunspots,7
4429,suntan,2
4430,supergrow,0
4431,superposition,13
4432,supplied,22
4433,supplies,199
4434,supply,165
4435,supplying,76
4436,support,373
4437,supported,119
4438,supports,108
4439,suppose,0
4440,sure,8
4441,surface,1006
4442,surfacecracking,0
4443,surfaces,101
4444,surge,6
4445,surgery,145
4446,surgical,219
4447,surrounding,177
4448,surroundings,27
4449,survey,11
4450,survival,16
4451,survive,15
4452,survived,12
4453,surviving,33
4454,suspect,6
4455,suspension,62
4456,sustainability,1
4457,sweat,52
4458,sweater,10
4459,sweating,18
4460,sweep,11
4461,swim,27
4462,swimmer,12
4463,swimming,97
4464,swims,13
4465,switch,63
4466,symptoms,132
4467,synthesis,53
4468,system,1725
4469,systems,374
4470,table,321
4471,tables,10
4472,tablets,13
4473,tadpole,7
4474,tadpoles,3
4475,tail,440
4476,take,191
4477,taken,350
4478,takes,196
4479,taking,205
4480,talking,24
4481,tall,704
4482,tallest,8
4483,talons,2
4484,tame,3
4485,tank,82
4486,tannin,17
4487,tanya,0
4488,tapeworm,6
4489,tapeworms,13
4490,taps,11
4491,target,136
4492,task,44
4493,tasmanian,22
4494,taste,142
4495,taxonomic,49
4496,tea,216
4497,teacher,76
4498,team,231
4499,tears,37
4500,teaspoons,0
4501,technique,88
4502,techniques,57
4503,technological,12
4504,technologies,6
4505,technology,68
4506,tectonic,4
4507,tectonics,8
4508,tee,16
4509,teeth,226
4510,telephone,196
4511,telescope,73
4512,telescopes,1
4513,television,237
4514,televisions,0
4515,tell,24
4516,tells,32
4517,telophase,2
4518,temperature,276
4519,temperatures,73
4520,temporary,183
4521,ten,129
4522,tend,15
4523,tends,73
4524,tension,89
4525,term,419
4526,terms,357
4527,terrain,13
4528,terrarium,1
4529,terrestrial,321
4530,tertiary,8
4531,test,263
4532,testable,0
4533,tested,23
4534,testing,40
4535,tests,40
4536,texture,64
4537,th,1091
4538,theaters,5
4539,theories,56
4540,theory,411
4541,therefore,13
4542,thermal,40
4543,thermometer,76
4544,thermometers,0
4545,thick,419
4546,thicker,9
4547,thickness,26
4548,thin,494
4549,thing,213
4550,things,619
4551,think,19
4552,thinking,56
4553,thinks,8
4554,third,228
4555,thirst,16
4556,thirsty,0
4557,thomas,154
4558,thorns,22
4559,thoroughly,14
4560,though,38
4561,thought,238
4562,thoughtful,6
4563,thousands,15
4564,threatened,32
4565,three,538
4566,threequarters,2
4567,threeweek,0
4568,threw,0
4569,throughout,190
4570,throw,58
4571,throwing,57
4572,thrown,87
4573,throws,24
4574,thrust,28
4575,thunder,30
4576,thunderstorms,5
4577,thymine,7
4578,tidal,26
4579,tide,60
4580,tides,14
4581,tie,68
4582,tiger,48
4583,tile,19
4584,tilt,8
4585,tilted,9
4586,tilts,0
4587,time,1574
4588,timed,1
4589,times,242
4590,tin,76
4591,tinted,2
4592,tiny,196
4593,tipping,2
4594,tips,54
4595,tire,49
4596,tissue,542
4597,tissues,152
4598,title,157
4599,toast,27
4600,toasted,10
4601,toaster,4
4602,tobacco,180
4603,today,32
4604,together,697
4605,told,24
4606,tomato,107
4607,tongue,157
4608,tonya,0
4609,took,40
4610,tool,215
4611,tools,52
4612,toothed,98
4613,top,401
4614,topography,5
4615,tops,7
4616,topsoil,3
4617,tori,0
4618,tornado,8
4619,tornadoes,0
4620,total,153
4621,touch,90
4622,touched,34
4623,touches,14
4624,touching,34
4625,tour,31
4626,toward,251
4627,towards,14
4628,towel,34
4629,towels,9
4630,tower,108
4631,towers,10
4632,town,421
4633,toxic,204
4634,toy,57
4635,toys,10
4636,trachea,20
4637,track,115
4638,tracking,4
4639,tractor,19
4640,tradeoff,2
4641,trail,47
4642,train,121
4643,trait,309
4644,traits,22
4645,transcription,14
4646,transfer,93
4647,transferred,26
4648,transfers,24
4649,transform,1
4650,transformation,33
4651,transformations,3
4652,transformed,7
4653,transgenic,0
4654,transitional,0
4655,translucent,77
4656,transmitted,241
4657,transmitter,20
4658,transparent,128
4659,transpiration,6
4660,transport,90
4661,transportation,102
4662,transporting,34
4663,transports,28
4664,transverse,33
4665,trap,54
4666,trapped,16
4667,trash,17
4668,trashcan,0
4669,travel,131
4670,traveled,27
4671,traveling,86
4672,travels,87
4673,tray,22
4674,treadmill,5
4675,treat,486
4676,treating,111
4677,treatment,293
4678,treats,26
4679,tree,3034
4680,trees,1421
4681,trench,27
4682,trenches,7
4683,trend,14
4684,trial,117
4685,trials,19
4686,triggers,6
4687,trip,47
4688,triplebeam,0
4689,tripled,0
4690,trna,2
4691,trophic,0
4692,tropical,2141
4693,tropics,172
4694,troposphere,5
4695,truck,86
4696,true,369
4697,trunk,175
4698,try,66
4699,trying,60
4700,tsunamis,0
4701,tub,11
4702,tube,364
4703,tubelike,4
4704,tubes,52
4705,tulip,48
4706,tulips,4
4707,tumor,123
4708,tumors,22
4709,tundra,12
4710,turbidity,1
4711,turn,167
4712,turned,58
4713,turning,121
4714,turns,113
4715,turtle,100
4716,turtles,62
4717,tweezers,3
4718,twelve,56
4719,twentyfour,7
4720,twice,26
4721,twigs,67
4722,two,2123
4723,twochambered,0
4724,type,1498
4725,types,52
4726,typical,111
4727,ultraviolet,40
4728,unable,54
4729,unacceptable,30
4730,unaffected,2
4731,unattached,4
4732,unbalanced,12
4733,unchanged,17
4734,uncontrollable,23
4735,uncontrolled,25
4736,uncover,1
4737,undergo,5
4738,undergoing,10
4739,underground,112
4740,understand,67
4741,understanding,93
4742,understands,6
4743,understood,17
4744,underwater,52
4745,unexpected,44
4746,unglazed,2
4747,unhappy,3
4748,unhealthy,6
4749,unicellular,35
4750,uniformity,12
4751,unimportant,17
4752,unintended,3
4753,unique,16
4754,unit,1698
4755,united,7218
4756,units,120
4757,universal,63
4758,universe,106
4759,unknown,81
4760,unless,26
4761,unlike,11
4762,unlikely,2
4763,unlimited,4
4764,unpiloted,0
4765,unrelated,25
4766,unsafe,2
4767,unstable,47
4768,unsustainable,0
4769,unusual,93
4770,upgrades,0
4771,uplift,4
4772,uplifting,3
4773,upon,62
4774,upper,376
4775,upriver,4
4776,uprooted,0
4777,upset,13
4778,upstream,6
4779,upward,92
4780,upwelling,0
4781,uracil,4
4782,urinate,5
4783,us,119
4784,usable,19
4785,usage,48
4786,use,975
4787,used,7919
4788,useful,96
4789,uses,362
4790,ushaped,17
4791,using,345
4792,usually,3643
4793,uv,2
4794,v,55
4795,vaccination,7
4796,vacuole,1
4797,vacuoles,3
4798,vacuum,81
4799,vacuums,0
4800,valence,17
4801,valid,21
4802,validate,0
4803,validity,19
4804,valley,176
4805,valleys,8
4806,valuable,169
4807,value,395
4808,van,77
4809,vane,11
4810,vapor,78
4811,vaporization,4
4812,vaporized,2
4813,variable,143
4814,variables,60
4815,variation,56
4816,varied,15
4817,varies,31
4818,varieties,136
4819,variety,558
4820,various,1312
4821,vary,22
4822,vascular,92
4823,vegas,3
4824,vegetable,163
4825,vegetables,120
4826,vehicles,89
4827,velocity,55
4828,verified,6
4829,versus,2
4830,vertebrates,146
4831,vertically,23
4832,vessels,143
4833,vestigial,16
4834,vests,0
4835,vibrate,10
4836,vibrations,11
4837,viewed,51
4838,viewing,20
4839,vinegar,53
4840,virus,219
4841,viruses,48
4842,visible,133
4843,vision,156
4844,visual,199
4845,visually,13
4846,vitamin,170
4847,vitamins,30
4848,vocal,109
4849,voice,184
4850,volatile,69
4851,volcanic,76
4852,volcanism,1
4853,volcano,58
4854,volcanoes,9
4855,voltage,76
4856,volts,16
4857,volume,169
4858,volumes,19
4859,volvox,6
4860,voyager,1
4861,vshaped,16
4862,w,60
4863,waiting,30
4864,walk,67
4865,walked,7
4866,walking,113
4867,walks,38
4868,wall,363
4869,walls,168
4870,walter,32
4871,waning,1
4872,want,44
4873,wanted,17
4874,wants,19
4875,warbler,74
4876,warblers,18
4877,warm,370
4878,warmblooded,23
4879,warmed,7
4880,warmer,17
4881,warming,16
4882,warmseason,0
4883,warmth,31
4884,warn,18
4885,warning,91
4886,wash,38
4887,washing,95
4888,washington,155
4889,waste,148
4890,wasted,1
4891,wastes,22
4892,watch,92
4893,watched,2
4894,water,1898
4895,watercycle,0
4896,watered,3
4897,waterfall,33
4898,watering,12
4899,waterproof,34
4900,waters,346
4901,watershed,8
4902,waterways,11
4903,watts,14
4904,wave,221
4905,wavelength,23
4906,wavelengths,30
4907,waves,119
4908,wax,141
4909,waxing,6
4910,way,418
4911,ways,56
4912,weak,89
4913,weakens,6
4914,wear,65
4915,wearing,55
4916,weather,150
4917,weathered,6
4918,weathering,9
4919,web,86
4920,webbed,24
4921,webpage,1
4922,webs,9
4923,weeds,32
4924,week,63
4925,weekend,6
4926,weekly,4
4927,weeks,37
4928,weigh,2
4929,weight,258
4930,weights,26
4931,well,251
4932,welldrained,0
4933,wells,16
4934,went,9
4935,west,900
4936,western,1599
4937,wet,164
4938,wetland,1
4939,wetlands,8
4940,whales,60
4941,wheat,137
4942,wheel,208
4943,wheels,129
4944,whether,67
4945,whisper,6
4946,whistle,24
4947,white,3315
